seed,r,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless,expression,traversal,error_true_divide,error_node_divide,error_node_invalid,n_samples,n_cached,t
10,0.1277795176949577,3.064423310743526,3.064423310743526,False,0.1277795176949577,0.1277795176949577,"fuzzy_not(product_norm(x11, fuzzy_not(fuzzy_not(fuzzy_not(product_norm(godel_norm(x16, fuzzy_not(x3)), x16))))))","fuzzy_not,product_norm,x11,fuzzy_not,fuzzy_not,fuzzy_not,product_norm,godel_norm,x16,fuzzy_not,x3,x16",7057,6288,769,50000,32951,15542.502824544907
10,0.1277795176949577,3.064423310743526,3.064423310743526,False,0.1277795176949577,0.1277795176949577,"fuzzy_not(product_norm(x11, fuzzy_not(fuzzy_not(fuzzy_not(product_norm(godel_norm(x16, fuzzy_not(x3)), x16))))))","fuzzy_not,product_norm,x11,fuzzy_not,fuzzy_not,fuzzy_not,product_norm,godel_norm,x16,fuzzy_not,x3,x16",7057,6288,769,50000,32951,15574.134239673616
3,0.13766566908935446,2.2193686957880403,2.2193686957880403,False,0.13766566908935446,0.13766566908935446,"lukasiewicz_norm(product_norm(fuzzy_not(product_s_implication(product_s_implication(fuzzy_not(x12), x9), lukasiewicz_r_implication(lukasiewicz_conorm(x13, x6), x12))), x1), x4)","lukasiewicz_norm,product_norm,fuzzy_not,product_s_implication,product_s_implication,fuzzy_not,x12,x9,lukasiewicz_r_implication,lukasiewicz_conorm,x13,x6,x12,x1,x4",5412,4804,608,50000,32323,15921.684689283371
3,0.13766566908935446,2.2193686957880403,2.2193686957880403,False,0.13766566908935446,0.13766566908935446,"lukasiewicz_norm(product_norm(fuzzy_not(product_s_implication(product_s_implication(fuzzy_not(x12), x9), lukasiewicz_r_implication(lukasiewicz_conorm(x13, x6), x12))), x1), x4)","lukasiewicz_norm,product_norm,fuzzy_not,product_s_implication,product_s_implication,fuzzy_not,x12,x9,lukasiewicz_r_implication,lukasiewicz_conorm,x13,x6,x12,x1,x4",5412,4804,608,50000,32323,15965.824993371964
14,0.13443163097199345,2.8905709290209134,2.8905709290209134,False,0.13443163097199345,0.13443163097199345,"product_conorm(godel_norm(x4, fuzzy_not(x11)), fuzzy_not(lukasiewicz_r_implication(x16, fuzzy_not(product_norm(fuzzy_not(fuzzy_not(x16)), fuzzy_not(x3))))))","product_conorm,godel_norm,x4,fuzzy_not,x11,fuzzy_not,lukasiewicz_r_implication,x16,fuzzy_not,product_norm,fuzzy_not,fuzzy_not,x16,fuzzy_not,x3",5811,5013,798,50000,33291,16167.454976081848
14,0.13443163097199345,2.8905709290209134,2.8905709290209134,False,0.13443163097199345,0.13443163097199345,"product_conorm(godel_norm(x4, fuzzy_not(x11)), fuzzy_not(lukasiewicz_r_implication(x16, fuzzy_not(product_norm(fuzzy_not(fuzzy_not(x16)), fuzzy_not(x3))))))","product_conorm,godel_norm,x4,fuzzy_not,x11,fuzzy_not,lukasiewicz_r_implication,x16,fuzzy_not,product_norm,fuzzy_not,fuzzy_not,x16,fuzzy_not,x3",5811,5013,798,50000,33291,16247.627889871597
13,0.13766566908935446,2.2193686957880403,2.2193686957880403,False,0.13766566908935446,0.13766566908935446,"godel_norm(fuzzy_not(godel_norm(godel_s_implication(x13, fuzzy_not(product_norm(x1, x9))), x3)), x4)","godel_norm,fuzzy_not,godel_norm,godel_s_implication,x13,fuzzy_not,product_norm,x1,x9,x3,x4",5873,4974,899,50000,33741,16452.086569070816
0,0.13268156424581007,1.3666117601233247,1.3666117601233247,False,0.13268156424581007,0.13268156424581007,"lukasiewicz_conorm(godel_norm(fuzzy_not(lukasiewicz_conorm(x8, x3)), x16), fuzzy_not(x1))","lukasiewicz_conorm,godel_norm,fuzzy_not,lukasiewicz_conorm,x8,x3,x16,fuzzy_not,x1",6280,5387,893,50000,33755,16504.80926179886
13,0.13766566908935446,2.2193686957880403,2.2193686957880403,False,0.13766566908935446,0.13766566908935446,"godel_norm(fuzzy_not(godel_norm(godel_s_implication(x13, fuzzy_not(product_norm(x1, x9))), x3)), x4)","godel_norm,fuzzy_not,godel_norm,godel_s_implication,x13,fuzzy_not,product_norm,x1,x9,x3,x4",5873,4974,899,50000,33741,16510.270590305332
11,0.11180555555555556,2.8146480534585057,2.8146480534585057,False,0.11180555555555556,0.11180555555555556,"lukasiewicz_norm(x1, godel_norm(lukasiewicz_s_implication(godel_norm(x2, product_s_implication(godel_conorm(fuzzy_not(x6), x5), product_s_implication(x15, x11))), product_conorm(fuzzy_not(x11), x13)), x4))","lukasiewicz_norm,x1,godel_norm,lukasiewicz_s_implication,godel_norm,x2,product_s_implication,godel_conorm,fuzzy_not,x6,x5,product_s_implication,x15,x11,product_conorm,fuzzy_not,x11,x13,x4",5540,4635,905,50000,33359,16512.626237630844
