complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless
2,0.003313922865336221,2,0,fuzzy_not(x17),"fuzzy_not,x17",602.2938891624168,602.2938891624168,False,0.003313922865336221,0.003313922865336221
3,0.007841020469040753,1,0,fuzzy_not(fuzzy_not(x13)),"fuzzy_not,fuzzy_not,x13",154.38745945232904,154.38745945232904,False,0.007841020469040753,0.007841020469040753
4,0.009762695915546798,1,0,"fuzzy_and(fuzzy_not(x17), x10)","fuzzy_and,fuzzy_not,x17,x10",111.6511309803681,111.6511309803681,False,0.009762695915546798,0.009762695915546798
5,0.03517118341687197,1,0,"product_reichenbach(x12, fuzzy_and(x1, x18))","product_reichenbach,x12,fuzzy_and,x1,x18",12.551565400089487,12.551565400089487,False,0.03517118341687197,0.03517118341687197
7,0.06910365548322485,1,0,fuzzy_not(fuzzy_not(x1*fuzzy_not(fuzzy_not(x18)))),"fuzzy_not,fuzzy_not,mul,fuzzy_not,fuzzy_not,x18,x1",6.163606607052836,6.163606607052836,False,0.06910365548322485,0.06910365548322485
8,0.06993339676498572,1,0,"fuzzy_and(x1, product_reichenbach(fuzzy_not(fuzzy_not(x2)), fuzzy_not(x3)))","fuzzy_and,x1,product_reichenbach,fuzzy_not,fuzzy_not,x2,fuzzy_not,x3",8.642532484696645,8.642532484696645,False,0.06993339676498572,0.06993339676498572
9,0.10664605873261206,1,0,"fuzzy_not(fuzzy_not(fuzzy_and(x18*x8, fuzzy_and(x12, x1))))","fuzzy_not,fuzzy_not,fuzzy_and,mul,x8,x18,fuzzy_and,x12,x1",3.8327752758219895,3.8327752758219895,False,0.10664605873261206,0.10664605873261206
10,0.12248003042982122,1,0,"fuzzy_not(fuzzy_not(product_reichenbach(x14, fuzzy_not(fuzzy_not(fuzzy_not(product_reichenbach(x21, x3)))))))","fuzzy_not,fuzzy_not,product_reichenbach,x14,fuzzy_not,fuzzy_not,fuzzy_not,product_reichenbach,x21,x3",2.5496576013037284,2.5496576013037284,False,0.12248003042982122,0.12248003042982122
17,0.12300123001230012,1,0,"fuzzy_and(fuzzy_not(fuzzy_not(fuzzy_and(x16, x18))), x1*x10*x18*fuzzy_or(fuzzy_and(x15, x1), x15))","fuzzy_and,fuzzy_not,fuzzy_not,fuzzy_and,x16,x18,mul,mul,x10,mul,fuzzy_or,fuzzy_and,x15,x1,x15,x1,x18",3.151982435595247,3.151982435595247,False,0.12300123001230012,0.12300123001230012
19,0.12418503570319776,1,0,"fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(x1*fuzzy_and(x16, product_reichenbach(x1, x1))*fuzzy_and(x8, x18)*fuzzy_not(fuzzy_not(x15))))))","fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,mul,fuzzy_not,fuzzy_not,x15,mul,mul,fuzzy_and,x16,product_reichenbach,x1,x1,fuzzy_and,x8,x18,x1",3.117721756947472,3.117721756947472,False,0.12418503570319776,0.12418503570319776
