complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless
2,0.0019479591500214364,1,0,fuzzy_not(x18),"fuzzy_not,x18",501.69680037027587,501.69680037027587,False,0.0019479591500214364,0.0019479591500214364
3,0.007841020469040753,2,0,fuzzy_not(fuzzy_not(x8)),"fuzzy_not,fuzzy_not,x8",154.38745945232904,154.38745945232904,False,0.007841020469040753,0.007841020469040753
4,0.014896013719127759,1,0,"fuzzy_or(x21, fuzzy_not(x15))","fuzzy_or,x21,fuzzy_not,x15",64.75599819384021,64.75599819384021,False,0.014896013719127759,0.014896013719127759
5,0.01634635471067474,1,0,"product_reichenbach(x11, x15*x21)","product_reichenbach,x11,mul,x15,x21",41.632250472956855,41.632250472956855,False,0.01634635471067474,0.01634635471067474
6,0.022431684054484938,1,0,fuzzy_not(fuzzy_not(x1*fuzzy_not(x17))),"fuzzy_not,fuzzy_not,mul,fuzzy_not,x17,x1",38.62725740059238,38.62725740059238,False,0.022431684054484938,0.022431684054484938
7,0.11037527593818984,1,0,"fuzzy_and(x18, x15*fuzzy_and(x1, x1))","fuzzy_and,x18,mul,fuzzy_and,x1,x1,x15",3.56311057936854,3.56311057936854,False,0.11037527593818984,0.11037527593818984
9,0.12746972594008923,1,0,"fuzzy_and(x1*x18*fuzzy_and(x15, x12), x11)","fuzzy_and,mul,x1,mul,x18,fuzzy_and,x15,x12,x11",3.025991552826012,3.025991552826012,False,0.12746972594008923,0.12746972594008923
15,0.12982797792924375,1,0,"fuzzy_not(fuzzy_not(x15*fuzzy_and(x18, fuzzy_and(x11*x12, x15*fuzzy_and(x1, x8)))))","fuzzy_not,fuzzy_not,mul,x15,fuzzy_and,x18,fuzzy_and,mul,x11,x12,mul,x15,fuzzy_and,x1,x8",2.9629961114413943,2.9629961114413943,False,0.12982797792924375,0.12982797792924375
19,0.13333333333333333,1,0,"fuzzy_not(fuzzy_and(x11, fuzzy_not(fuzzy_and(x14, fuzzy_and(x1*x14*x15*fuzzy_and(x12*x4, x1), x18)))))","fuzzy_not,fuzzy_and,x11,fuzzy_not,fuzzy_and,x14,fuzzy_and,mul,x1,mul,mul,fuzzy_and,mul,x4,x12,x1,x14,x15,x18",2.0545355356842787,2.0545355356842787,False,0.13333333333333333,0.13333333333333333
25,0.13541666666666669,1,0,"fuzzy_not(fuzzy_not(fuzzy_and(x4*fuzzy_and(x14**2*x15**2*fuzzy_and(x15*x18*fuzzy_and(x11, x8), x8), x1), x12)))","fuzzy_not,fuzzy_not,fuzzy_and,mul,fuzzy_and,mul,mul,mul,mul,fuzzy_and,mul,mul,fuzzy_and,x11,x8,x18,x15,x8,x14,x15,x14,x15,x1,x4,x12",2.0180644906721317,2.0180644906721317,False,0.13541666666666669,0.13541666666666669
