complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless
2,0.004835208209986185,1,0,fuzzy_not(x7),"fuzzy_not,x7",111.45772392348549,111.45772392348549,False,0.004835208209986185,0.004835208209986185
3,0.014896013719127759,1,0,fuzzy_not(fuzzy_not(x21)),"fuzzy_not,fuzzy_not,x21",64.75599819384021,64.75599819384021,False,0.014896013719127759,0.014896013719127759
5,0.06910365548322485,1,0,fuzzy_not(fuzzy_not(x1*x18)),"fuzzy_not,fuzzy_not,mul,x1,x18",6.163606607052836,6.163606607052836,False,0.06910365548322485,0.06910365548322485
9,0.10230179028132994,1,0,"fuzzy_not(fuzzy_or(x1, fuzzy_not(x21))*probabilistic_sum(x3, x17))","fuzzy_not,mul,probabilistic_sum,x3,x17,fuzzy_or,x1,fuzzy_not,x21",3.1033543755790505,3.1033543755790505,False,0.10230179028132994,0.10230179028132994
10,0.11037527593818984,1,0,"fuzzy_not(fuzzy_or(fuzzy_not(x1*x15), x15*fuzzy_not(x18)))","fuzzy_not,fuzzy_or,fuzzy_not,mul,x1,x15,mul,fuzzy_not,x18,x15",3.56311057936854,3.56311057936854,False,0.11037527593818984,0.11037527593818984
13,0.11908306043465315,1,0,"fuzzy_and(x18, x14**2*fuzzy_not(fuzzy_not(x1))*fuzzy_not(fuzzy_not(x15)))","fuzzy_and,x18,mul,x14,mul,x14,mul,fuzzy_not,fuzzy_not,x1,fuzzy_not,fuzzy_not,x15",3.2702370360891777,3.2702370360891777,False,0.11908306043465315,0.11908306043465315
17,0.12418503570319776,1,0,x11*x13*fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(x18*fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(x1*x15)))))))),"mul,x11,mul,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,mul,x18,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,mul,x1,x15,x13",3.117721756947472,3.117721756947472,False,0.12418503570319776,0.12418503570319776
21,0.12574662055957248,1,0,fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(x1**2*x10*x12*x15**3*x18)))))),"fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,mul,mul,x15,mul,mul,mul,x12,mul,mul,x1,x15,x10,x15,x1,x18",3.073514429660021,3.073514429660021,False,0.12574662055957248,0.12574662055957248
23,0.12890750886239125,1,0,"fuzzy_not(product_reichenbach(x18, x15*fuzzy_not(x1**2*x10**3*x12*x15*x16*x18)))","fuzzy_not,product_reichenbach,x18,mul,fuzzy_not,mul,mul,mul,x10,mul,mul,mul,mul,mul,x12,x10,x10,x15,x16,x1,x18,x1,x15",2.9873101414494925,2.9873101414494925,False,0.12890750886239125,0.12890750886239125
25,0.13333333333333333,1,0,"fuzzy_and(x16*x18, fuzzy_and(x10, x15*x18*x4*fuzzy_not(x10*x15*x8*fuzzy_not(x1*x12*x15))))","fuzzy_and,mul,x16,x18,fuzzy_and,x10,mul,mul,mul,fuzzy_not,mul,mul,mul,fuzzy_not,mul,mul,x15,x12,x1,x15,x10,x8,x18,x15,x4",2.0545355356842787,2.0545355356842787,False,0.13333333333333333,0.13333333333333333
27,0.1350721937587331,1,0,"probabilistic_sum(x6, fuzzy_not(x8*fuzzy_not(x4*fuzzy_not(fuzzy_not(x1**3*x10**2*x12*x15**2*x18)))))","probabilistic_sum,x6,fuzzy_not,mul,fuzzy_not,mul,fuzzy_not,fuzzy_not,mul,mul,mul,mul,mul,mul,mul,mul,x12,x10,x15,x18,x10,x15,x1,x1,x1,x4,x8",2.0523251693199063,2.0523251693199063,False,0.1350721937587331,0.1350721937587331
