complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless
2,0.002579525869448598,1,0,fuzzy_not(x6),"fuzzy_not,x6",772.6291419336937,772.6291419336937,False,0.002579525869448598,0.002579525869448598
3,0.009740586079916664,1,0,x13*x9,"mul,x13,x9",119.7720170030728,119.7720170030728,False,0.009740586079916664,0.009740586079916664
5,0.015491379479819921,1,0,"x1*fuzzy_and(x16, x9)","mul,x1,fuzzy_and,x16,x9",55.3464685807063,55.3464685807063,False,0.015491379479819921,0.015491379479819921
6,0.02405119152691968,1,0,fuzzy_not(x7)*fuzzy_not(fuzzy_not(x21)),"mul,fuzzy_not,fuzzy_not,x21,fuzzy_not,x7",9.776450429619759,9.776450429619759,False,0.02405119152691968,0.02405119152691968
7,0.06910365548322485,1,0,"fuzzy_not(fuzzy_not(fuzzy_and(x18, fuzzy_and(x18, x1))))","fuzzy_not,fuzzy_not,fuzzy_and,x18,fuzzy_and,x18,x1",6.163606607052836,6.163606607052836,False,0.06910365548322485,0.06910365548322485
8,0.11037527593818984,1,0,"fuzzy_and(x1, x18*fuzzy_and(x15, fuzzy_not(x20)))","fuzzy_and,x1,mul,x18,fuzzy_and,x15,fuzzy_not,x20",3.56311057936854,3.56311057936854,False,0.11037527593818984,0.11037527593818984
11,0.11126041386723998,1,0,"fuzzy_and(x13*x14*x18, fuzzy_and(x12, fuzzy_not(fuzzy_not(x1))))","fuzzy_and,mul,mul,x13,x14,x18,fuzzy_and,x12,fuzzy_not,fuzzy_not,x1",3.6548407834899996,3.6548407834899996,False,0.11126041386723998,0.11126041386723998
15,0.11908306043465315,1,0,"fuzzy_and(fuzzy_and(x18, fuzzy_not(probabilistic_sum(fuzzy_not(fuzzy_not(x19)), fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_and(x1, x9))))))), x14)","fuzzy_and,fuzzy_and,x18,fuzzy_not,probabilistic_sum,fuzzy_not,fuzzy_not,x19,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_and,x1,x9,x14",3.2702370360891777,3.2702370360891777,False,0.11908306043465315,0.11908306043465315
16,0.12019230769230768,1,0,"fuzzy_not(probabilistic_sum(fuzzy_not(fuzzy_not(fuzzy_not(x12))), fuzzy_not(x15*fuzzy_not(fuzzy_not(x18*fuzzy_not(fuzzy_not(x1)))))))","fuzzy_not,probabilistic_sum,fuzzy_not,fuzzy_not,fuzzy_not,x12,fuzzy_not,mul,fuzzy_not,fuzzy_not,mul,x18,fuzzy_not,fuzzy_not,x1,x15",3.235976357441403,3.235976357441403,False,0.12019230769230768,0.12019230769230768
19,0.12542209358417752,1,0,"x21*fuzzy_not(x9*fuzzy_or(product_reichenbach(product_reichenbach(x21, fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_or(x18, fuzzy_not(fuzzy_not(x18))))))), x2), x3))","mul,x21,fuzzy_not,mul,fuzzy_or,product_reichenbach,product_reichenbach,x21,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_or,x18,fuzzy_not,fuzzy_not,x18,x2,x3,x9",2.0036971093037104,2.0036971093037104,False,0.12542209358417752,0.12542209358417752
