complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless
2,0.0,1,0,fuzzy_not(x14),"fuzzy_not,x14",1.001295963060762,1.001295963060762,False,0.0,0.0
3,0.008151724897644446,1,0,"fuzzy_and(x15, x16)","fuzzy_and,x15,x16",119.41062210249791,119.41062210249791,False,0.008151724897644446,0.008151724897644446
4,0.014896013719127759,1,0,x21*fuzzy_not(x19),"mul,fuzzy_not,x19,x21",64.75599819384021,64.75599819384021,False,0.014896013719127759,0.014896013719127759
5,0.015351482688166105,1,0,"fuzzy_not(fuzzy_or(fuzzy_not(x10), x7))","fuzzy_not,fuzzy_or,fuzzy_not,x10,x7",19.70652132156341,19.70652132156341,False,0.015351482688166105,0.015351482688166105
6,0.02405119152691968,1,0,fuzzy_not(fuzzy_not(x21*fuzzy_not(x7))),"fuzzy_not,fuzzy_not,mul,fuzzy_not,x7,x21",9.776450429619759,9.776450429619759,False,0.02405119152691968,0.02405119152691968
7,0.0995162404975812,1,0,"fuzzy_and(x18*x4, fuzzy_not(fuzzy_not(x1)))","fuzzy_and,mul,x18,x4,fuzzy_not,fuzzy_not,x1",2.880107372777424,2.880107372777424,False,0.0995162404975812,0.0995162404975812
8,0.10041232112539412,1,0,"fuzzy_and(fuzzy_and(x8, x1), probabilistic_sum(x18, fuzzy_not(x15)))","fuzzy_and,fuzzy_and,x8,x1,probabilistic_sum,x18,fuzzy_not,x15",4.099124422728881,4.099124422728881,False,0.10041232112539412,0.10041232112539412
9,0.11037527593818984,1,0,"fuzzy_and(x18, fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(x1*x15)))))","fuzzy_and,x18,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,mul,x1,x15",3.56311057936854,3.56311057936854,False,0.11037527593818984,0.11037527593818984
10,0.11600928074245942,1,0,"fuzzy_not(fuzzy_or(fuzzy_not(x1), fuzzy_not(fuzzy_and(x15, fuzzy_and(x8, x18)))))","fuzzy_not,fuzzy_or,fuzzy_not,x1,fuzzy_not,fuzzy_and,x15,fuzzy_and,x8,x18",3.3685983393037557,3.3685983393037557,False,0.11600928074245942,0.11600928074245942
13,0.11908306043465315,1,0,"fuzzy_and(fuzzy_and(fuzzy_not(fuzzy_not(x1*x14)), fuzzy_not(fuzzy_and(x3, fuzzy_not(x15)))), x18)","fuzzy_and,fuzzy_and,fuzzy_not,fuzzy_not,mul,x14,x1,fuzzy_not,fuzzy_and,x3,fuzzy_not,x15,x18",3.2702370360891777,3.2702370360891777,False,0.11908306043465315,0.11908306043465315
14,0.12128922815945715,1,0,"fuzzy_and(fuzzy_and(fuzzy_not(fuzzy_not(x1))*probabilistic_sum(x1*x15, fuzzy_not(x3)), x18), x4)","fuzzy_and,fuzzy_and,mul,fuzzy_not,fuzzy_not,x1,probabilistic_sum,mul,x1,x15,fuzzy_not,x3,x18,x4",2.2899395534899547,2.2899395534899547,False,0.12128922815945715,0.12128922815945715
17,0.13222376329172444,1,0,"fuzzy_not(product_reichenbach(x15, fuzzy_not(x1*x16*fuzzy_and(fuzzy_and(x18, probabilistic_sum(fuzzy_and(x4, x1), x20)), x12))))","fuzzy_not,product_reichenbach,x15,fuzzy_not,mul,x16,mul,fuzzy_and,fuzzy_and,x18,probabilistic_sum,fuzzy_and,x4,x1,x20,x12,x1",2.074428832963632,2.074428832963632,False,0.13222376329172444,0.13222376329172444
19,0.13496932515337423,1,0,"fuzzy_not(fuzzy_not(fuzzy_and(fuzzy_and(x4, fuzzy_and(x8, fuzzy_and(x12, fuzzy_and(x14, probabilistic_sum(x18, x18))))), x1)*fuzzy_not(fuzzy_not(x9))))","fuzzy_not,fuzzy_not,mul,fuzzy_not,fuzzy_not,x9,fuzzy_and,fuzzy_and,x4,fuzzy_and,x8,fuzzy_and,x12,fuzzy_and,x14,probabilistic_sum,x18,x18,x1",2.0258007729474357,2.0258007729474357,False,0.13496932515337423,0.13496932515337423
