seed,r,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless,expression,traversal,error_true_divide,error_node_divide,error_node_invalid,n_samples,n_cached,t
14,0.0,1.0013016921998594,1.0013016921998594,False,0.0,0.0,x4,x4,12478,10459,2019,50000,33353,13270.915232419968
2,0.0,1.0013016921998594,1.0013016921998594,False,0.0,0.0,"lukasiewicz_norm(fuzzy_not(x4), fuzzy_not(fuzzy_not(lukasiewicz_conorm(product_norm(fuzzy_not(fuzzy_not(x2)), godel_conorm(x15, fuzzy_not(product_r_implication(fuzzy_not(x6), x8)))), x15))))","lukasiewicz_norm,fuzzy_not,x4,fuzzy_not,fuzzy_not,lukasiewicz_conorm,product_norm,fuzzy_not,fuzzy_not,x2,godel_conorm,x15,fuzzy_not,product_r_implication,fuzzy_not,x6,x8,x15",10371,8201,2170,50000,33857,14710.744747400284
5,0.0,1.0013016921998594,1.0013016921998594,False,0.0,0.0,x4,x4,9281,7808,1473,50000,33820,14987.560570001602
9,0.0,1.0013016921998594,1.0013016921998594,False,0.0,0.0,"lukasiewicz_conorm(fuzzy_not(lukasiewicz_norm(x15, fuzzy_not(fuzzy_not(x13)))), godel_r_implication(fuzzy_not(x7), x12))","lukasiewicz_conorm,fuzzy_not,lukasiewicz_norm,x15,fuzzy_not,fuzzy_not,x13,godel_r_implication,fuzzy_not,x7,x12",8038,6607,1431,50000,33350,15250.22433924675
6,0.0,1.0013016921998594,1.0013016921998594,False,0.0,0.0,x11,x11,6295,5357,938,50000,32549,15583.39141869545
3,0.0,1.0013016921998594,1.0013016921998594,False,0.0,0.0,"fuzzy_not(fuzzy_not(godel_s_implication(product_s_implication(fuzzy_not(fuzzy_not(lukasiewicz_conorm(product_r_implication(fuzzy_not(godel_r_implication(lukasiewicz_conorm(x3, x4), fuzzy_not(fuzzy_not(x5)))), x2), x10))), x14), x7)))","fuzzy_not,fuzzy_not,godel_s_implication,product_s_implication,fuzzy_not,fuzzy_not,lukasiewicz_conorm,product_r_implication,fuzzy_not,godel_r_implication,lukasiewicz_conorm,x3,x4,fuzzy_not,fuzzy_not,x5,x2,x10,x14,x7",6996,5816,1180,50000,33239,15606.262068986893
1,0.0,,,False,,,"fuzzy_not(fuzzy_not(product_r_implication(fuzzy_not(godel_r_implication(x9, fuzzy_not(fuzzy_not(x3)))), lukasiewicz_norm(fuzzy_not(godel_norm(x2, x9)), x12))))","fuzzy_not,fuzzy_not,product_r_implication,fuzzy_not,godel_r_implication,x9,fuzzy_not,fuzzy_not,x3,lukasiewicz_norm,fuzzy_not,godel_norm,x2,x9,x12",7318,6430,888,50000,33912,15632.697298765182
15,0.0,1.0013016921998594,1.0013016921998594,False,0.0,0.0,x5,x5,7080,5765,1315,50000,33242,15698.388295888899
13,0.0,1.0013016921998594,1.0013016921998594,False,0.0,0.0,x4,x4,6349,5139,1210,50000,33515,15850.080194950106
8,0.0,1.0013016921998594,1.0013016921998594,False,0.0,0.0,"fuzzy_not(fuzzy_not(fuzzy_not(product_s_implication(godel_norm(x11, x6), godel_norm(product_conorm(x10, x14), godel_conorm(x15, x4))))))","fuzzy_not,fuzzy_not,fuzzy_not,product_s_implication,godel_norm,x11,x6,godel_norm,product_conorm,x10,x14,godel_conorm,x15,x4",5881,5000,881,50000,33289,15874.751304864883
10,0.0,1.0013016921998594,1.0013016921998594,False,0.0,0.0,"fuzzy_not(fuzzy_not(godel_norm(product_conorm(x16, product_conorm(fuzzy_not(fuzzy_not(x14)), x14)), x5)))","fuzzy_not,fuzzy_not,godel_norm,product_conorm,x16,product_conorm,fuzzy_not,fuzzy_not,x14,x14,x5",5322,4259,1063,50000,32845,15919.735330581665
7,0.0,1.0013016921998594,1.0013016921998594,False,0.0,0.0,"product_s_implication(product_s_implication(fuzzy_not(godel_r_implication(x8, fuzzy_not(x2))), product_norm(x1, fuzzy_not(godel_conorm(godel_s_implication(fuzzy_not(x9), x3), x7)))), x3)","product_s_implication,product_s_implication,fuzzy_not,godel_r_implication,x8,fuzzy_not,x2,product_norm,x1,fuzzy_not,godel_conorm,godel_s_implication,fuzzy_not,x9,x3,x7,x3",4810,4160,650,50000,32950,16023.45182108879
12,0.0,1.0013016921998594,1.0013016921998594,False,0.0,0.0,x1,x1,4479,3785,694,50000,32730,16035.16332912445
11,0.0,1.0013016921998594,1.0013016921998594,False,0.0,0.0,"fuzzy_not(fuzzy_not(lukasiewicz_r_implication(x14, fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(x13)))))))","fuzzy_not,fuzzy_not,lukasiewicz_r_implication,x14,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,x13",5577,4587,990,50000,33643,16085.031336307527
0,0.0,1.0013016921998594,1.0013016921998594,False,0.0,0.0,"product_norm(godel_r_implication(x9, godel_r_implication(fuzzy_not(x2), lukasiewicz_norm(x5, lukasiewicz_conorm(godel_r_implication(x13, x9), x4)))), x1)","product_norm,godel_r_implication,x9,godel_r_implication,fuzzy_not,x2,lukasiewicz_norm,x5,lukasiewicz_conorm,godel_r_implication,x13,x9,x4,x1",4475,3780,695,50000,33051,16243.68449139595
4,0.0,1.0013016921998594,1.0013016921998594,False,0.0,0.0,"fuzzy_not(lukasiewicz_s_implication(lukasiewicz_norm(fuzzy_not(x9), x6), fuzzy_not(fuzzy_not(godel_norm(x12, fuzzy_not(x6))))))","fuzzy_not,lukasiewicz_s_implication,lukasiewicz_norm,fuzzy_not,x9,x6,fuzzy_not,fuzzy_not,godel_norm,x12,fuzzy_not,x6",5168,4280,888,50000,33503,16330.002310276031
