seed,r,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless,expression,traversal,error_true_divide,error_node_divide,error_node_invalid,n_samples,n_cached,t
2,0.5133446905167518,0.983801020408164,0.983801020408164,False,0.5133446905167518,0.5133446905167518,"product_reichenbach(x3/(x14 + x21), x11*(0.93060047973367 - x11))","product_reichenbach,div,x3,add,x14,x21,mul,x11,sub,0.93060047973367,x11",8070,7471,599,20000,19999,3767.011381149292
1,0.5133446905167518,0.9838010204081641,0.9838010204081641,False,0.5133446905167518,0.5133446905167518,"product_reichenbach(x3, -x16/(x16 + x9) + x21)","product_reichenbach,x3,sub,x21,div,x16,add,x16,x9",7544,6941,603,20000,19999,3824.4592530727386
0,0.5150997150997151,0.9769132653061232,0.9769132653061232,False,0.5150997150997151,0.5150997150997151,"product_reichenbach(x10, -x10 + x12 - x13 + x21 - 2*x3 + x4 + x8)","product_reichenbach,x10,sub,sub,sub,add,x12,x21,sub,sub,x13,x4,sub,x8,x3,x10,x3",6574,6083,491,20000,19999,4156.409337997437
3,0.5125362227541892,0.986989795918368,0.986989795918368,False,0.5125362227541892,0.5125362227541892,"product_reichenbach(x1, x21 - 0.7551169404269458*x3 - 0.7551169404269458*(-x2 + x21)*(2*x3 - x4))","product_reichenbach,x1,sub,x21,mul,0.7551169404269458,add,mul,sub,x3,sub,x4,x3,sub,x21,x2,x3",7003,6427,576,20000,19997,4328.666728973389
