complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless
5,0.03952569169960474,1,0,"product_reichenbach(x16, -x15 + x21)","product_reichenbach,x16,sub,x21,x15",1.1423658449536298,1.1423658449536298,False,0.03952569169960474,0.03952569169960474
7,0.040983606557377046,1,0,"product_reichenbach(x1 + x11, -x11 + x21)","product_reichenbach,add,x1,x11,sub,x21,x11",1.1000559988442362,1.1000559988442362,False,0.040983606557377046,0.040983606557377046
9,0.11258629845990441,1,0,"product_reichenbach(-0.06556026909159623*x2 + x3, x21 - x3)","product_reichenbach,add,x3,mul,-0.06556026909159623,x2,sub,x21,x3",7.855528094310762,7.855528094310762,False,0.11258629845990441,0.11258629845990441
10,0.12913385826771653,1,0,"product_reichenbach(x10, -x18/x3 + x21 - x3)","product_reichenbach,x10,sub,sub,x21,x3,div,x18,x3",2.599704988721635,2.599704988721635,False,0.12913385826771653,0.12913385826771653
11,0.13199426111908177,1,0,"product_reichenbach(x16, -x18 + x21 - x3 - x8 + x9)","product_reichenbach,x16,sub,sub,x21,sub,x3,sub,x9,x18,x8",2.844161877353687,2.844161877353687,False,0.13199426111908177,0.13199426111908177
29,0.13533834586466165,1,0,"product_reichenbach(x3, -x1 + x15*(-x1 + x12 + x13*x17 - x18 - x5) - x2 + x21)","product_reichenbach,x3,add,sub,sub,add,add,sub,sub,mul,sub,sub,add,x12,sub,mul,x17,x13,x5,x18,x1,x15,x2,x2,x17,x2,x1,x17,x21",2.162503245591233,2.162503245591233,False,0.13533834586466165,0.13533834586466165
