seed,r,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless,expression,traversal,n_samples,n_cached,t
15,0.13758146270818247,1.310494852098937,1.310494852098937,False,0.13758146270818247,0.13758146270818247,"fuzzy_not(fuzzy_not(lukasiewicz_norm(lukasiewicz_norm(fuzzy_not(lukasiewicz_s_implication(lukasiewicz_s_implication(x8, fuzzy_not(lukasiewicz_s_implication(fuzzy_not(x8), x3))), lukasiewicz_norm(x6, x6))), x16), x8)))","fuzzy_not,fuzzy_not,lukasiewicz_norm,lukasiewicz_norm,fuzzy_not,lukasiewicz_s_implication,lukasiewicz_s_implication,x8,fuzzy_not,lukasiewicz_s_implication,fuzzy_not,x8,x3,lukasiewicz_norm,x6,x6,x16,x8",200000,133601,77593.83570146559
14,0.13606911447084233,1.760530447823929,1.760530447823929,False,0.13606911447084233,0.13606911447084233,"fuzzy_not(fuzzy_not(fuzzy_not(lukasiewicz_conorm(lukasiewicz_conorm(x7, lukasiewicz_s_implication(fuzzy_not(x3), fuzzy_not(lukasiewicz_conorm(lukasiewicz_s_implication(fuzzy_not(lukasiewicz_norm(x3, fuzzy_not(x16))), x16), x16)))), x2))))","fuzzy_not,fuzzy_not,fuzzy_not,lukasiewicz_conorm,lukasiewicz_conorm,x7,lukasiewicz_s_implication,fuzzy_not,x3,fuzzy_not,lukasiewicz_conorm,lukasiewicz_s_implication,fuzzy_not,lukasiewicz_norm,x3,fuzzy_not,x16,x16,x16,x2",200000,135360,78667.03886604309
2,0.1507936507936508,1.1773547369822523,1.1773547369822523,False,0.1507936507936508,0.1507936507936508,"fuzzy_not(lukasiewicz_conorm(fuzzy_not(lukasiewicz_norm(fuzzy_not(lukasiewicz_conorm(x8, fuzzy_not(x16))), lukasiewicz_s_implication(lukasiewicz_conorm(x2, x3), x4))), x3))","fuzzy_not,lukasiewicz_conorm,fuzzy_not,lukasiewicz_norm,fuzzy_not,lukasiewicz_conorm,x8,fuzzy_not,x16,lukasiewicz_s_implication,lukasiewicz_conorm,x2,x3,x4,x3",200000,136846,79205.18692111969
8,0.13758146270818247,1.310494852098937,1.310494852098937,False,0.13758146270818247,0.13758146270818247,"fuzzy_not(fuzzy_not(lukasiewicz_norm(lukasiewicz_norm(x16, fuzzy_not(lukasiewicz_s_implication(fuzzy_not(lukasiewicz_s_implication(lukasiewicz_conorm(x8, lukasiewicz_conorm(lukasiewicz_norm(lukasiewicz_conorm(lukasiewicz_conorm(x3, x8), x8), x8), x8)), x3)), x8))), x16)))","fuzzy_not,fuzzy_not,lukasiewicz_norm,lukasiewicz_norm,x16,fuzzy_not,lukasiewicz_s_implication,fuzzy_not,lukasiewicz_s_implication,lukasiewicz_conorm,x8,lukasiewicz_conorm,lukasiewicz_norm,lukasiewicz_conorm,lukasiewicz_conorm,x3,x8,x8,x8,x8,x3,x8,x16",200000,136871,79584.31303668022
7,0.1361889071938495,1.7308214965168998,1.7308214965168998,False,0.1361889071938495,0.1361889071938495,"fuzzy_not(fuzzy_not(fuzzy_not(lukasiewicz_s_implication(x4, lukasiewicz_conorm(lukasiewicz_norm(x3, lukasiewicz_conorm(x4, x8)), lukasiewicz_conorm(fuzzy_not(lukasiewicz_s_implication(lukasiewicz_s_implication(x16, x7), x5)), x14))))))","fuzzy_not,fuzzy_not,fuzzy_not,lukasiewicz_s_implication,x4,lukasiewicz_conorm,lukasiewicz_norm,x3,lukasiewicz_conorm,x4,x8,lukasiewicz_conorm,fuzzy_not,lukasiewicz_s_implication,lukasiewicz_s_implication,x16,x7,x5,x14",200000,137616,79888.08734154701
3,0.15507169410515134,1.7506274640549189,1.7506274640549189,False,0.15507169410515134,0.15507169410515134,"fuzzy_not(lukasiewicz_conorm(lukasiewicz_conorm(lukasiewicz_conorm(x6, lukasiewicz_conorm(x2, lukasiewicz_conorm(x3, fuzzy_not(lukasiewicz_conorm(lukasiewicz_conorm(x16, x1), x16))))), x7), x3))","fuzzy_not,lukasiewicz_conorm,lukasiewicz_conorm,lukasiewicz_conorm,x6,lukasiewicz_conorm,x2,lukasiewicz_conorm,x3,fuzzy_not,lukasiewicz_conorm,lukasiewicz_conorm,x16,x1,x16,x7,x3",200000,137209,79903.76316738129
4,0.1908548707753479,0.8956698653304237,0.8956698653304237,False,0.1908548707753479,0.1908548707753479,"fuzzy_not(lukasiewicz_conorm(fuzzy_not(x4), lukasiewicz_conorm(x3, lukasiewicz_conorm(x16, fuzzy_not(lukasiewicz_conorm(lukasiewicz_s_implication(fuzzy_not(x3), lukasiewicz_conorm(x3, x3)), x16))))))","fuzzy_not,lukasiewicz_conorm,fuzzy_not,x4,lukasiewicz_conorm,x3,lukasiewicz_conorm,x16,fuzzy_not,lukasiewicz_conorm,lukasiewicz_s_implication,fuzzy_not,x3,lukasiewicz_conorm,x3,x3,x16",200000,137827,79957.54844069481
11,0.14683153013910358,1.2147660089985108,1.2147660089985108,False,0.14683153013910358,0.14683153013910358,"fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(lukasiewicz_conorm(fuzzy_not(fuzzy_not(lukasiewicz_conorm(fuzzy_not(fuzzy_not(fuzzy_not(lukasiewicz_s_implication(lukasiewicz_s_implication(x16, x9), x2)))), x2))), x3))))))","fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,lukasiewicz_conorm,fuzzy_not,fuzzy_not,lukasiewicz_conorm,fuzzy_not,fuzzy_not,fuzzy_not,lukasiewicz_s_implication,lukasiewicz_s_implication,x16,x9,x2,x2,x3",200000,136661,80090.68169665338
1,0.1908548707753479,0.8956698653304237,0.8956698653304237,False,0.1908548707753479,0.1908548707753479,"lukasiewicz_norm(fuzzy_not(lukasiewicz_s_implication(lukasiewicz_norm(lukasiewicz_norm(x10, lukasiewicz_s_implication(fuzzy_not(x5), fuzzy_not(x3))), x4), lukasiewicz_conorm(fuzzy_not(x4), x16))), x4)","lukasiewicz_norm,fuzzy_not,lukasiewicz_s_implication,lukasiewicz_norm,lukasiewicz_norm,x10,lukasiewicz_s_implication,fuzzy_not,x5,fuzzy_not,x3,x4,lukasiewicz_conorm,fuzzy_not,x4,x16,x4",200000,138671,80359.87705779076
0,0.1507936507936508,1.1773547369822523,1.1773547369822523,False,0.1507936507936508,0.1507936507936508,"fuzzy_not(fuzzy_not(lukasiewicz_norm(fuzzy_not(x8), fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(lukasiewicz_conorm(fuzzy_not(lukasiewicz_s_implication(lukasiewicz_s_implication(x16, x2), x3)), x3)))))))))","fuzzy_not,fuzzy_not,lukasiewicz_norm,fuzzy_not,x8,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,lukasiewicz_conorm,fuzzy_not,lukasiewicz_s_implication,lukasiewicz_s_implication,x16,x2,x3,x3",200000,138897,80466.78546762466
