seed,r,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless,expression,traversal,error_true_divide,error_node_invalid,error_node_divide,n_samples,n_cached,t
1,0.1435257410296412,2.580900612673015,2.580900612673015,False,0.1435257410296412,0.1435257410296412,-x1 + (-x21*(-0.5646115592066012 + 0.04163454087886225/(x2*(x12 + x21**2 + x5))) + x4 - x8)/x3,"sub,div,sub,sub,x4,mul,x21,add,-0.5646115592066012,div,0.04163454087886225,mul,add,add,mul,x21,x21,x12,x5,x2,x8,x3,x1",8618,834,7784,20000,20000,933.3299367427826
0,0.1446111869031378,2.9475859456210944,2.9475859456210944,False,0.1446111869031378,0.1446111869031378,-x1 - x11 + x12 + x13*x2 - x20 - x21*(x3 - 1.3852306837834616),"add,sub,mul,x13,x2,x1,sub,x12,add,x11,add,mul,x21,add,-1.3852306837834616,x3,x20",8483,779,7704,20000,20000,1022.7485058307648
2,0.12557427258805512,2.684324680940422,2.684324680940422,False,0.12557427258805512,0.12557427258805512,x21 - x3*x8*(x10 + x3),"sub,x21,mul,x8,mul,add,x10,x3,x3",8941,828,8113,20000,20000,1029.0784199237823
3,0.14285714285714288,2.143698869542614,2.143698869542614,False,0.14285714285714288,0.14285714285714288,x2 - x4 + (0.22230114893313233*x21 + 0.068290489684465107*x5/x12)/x3,"sub,x2,sub,x4,div,sub,div,x5,mul,x12,14.643327418217101,mul,x21,-0.22230114893313233,x3",9040,891,8149,20000,20000,1093.2112998962402
