seed,r,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless,expression,traversal,error_true_divide,error_node_divide,error_node_invalid,n_samples,n_cached,t
14,0.13766566908935446,2.2193686957880403,2.2193686957880403,False,0.13766566908935446,0.13766566908935446,"fuzzy_not(godel_conorm(fuzzy_not(x9), fuzzy_not(lukasiewicz_norm(product_s_implication(fuzzy_not(x1), godel_norm(fuzzy_not(x6), x6)), fuzzy_not(godel_s_implication(x4, fuzzy_not(x13)))))))","fuzzy_not,godel_conorm,fuzzy_not,x9,fuzzy_not,lukasiewicz_norm,product_s_implication,fuzzy_not,x1,godel_norm,fuzzy_not,x6,x6,fuzzy_not,godel_s_implication,x4,fuzzy_not,x13",6759,5689,1070,50000,33306,16163.660584688188
5,0.12101724641917568,3.3086969103790964,3.3086969103790964,False,0.12101724641917568,0.12101724641917568,"fuzzy_not(fuzzy_not(godel_s_implication(godel_r_implication(x5, x5), godel_norm(godel_norm(x8, x13), product_norm(product_s_implication(x13, x9), x1)))))","fuzzy_not,fuzzy_not,godel_s_implication,godel_r_implication,x5,x5,godel_norm,godel_norm,x8,x13,product_norm,product_s_implication,x13,x9,x1",5738,4898,840,50000,32564,16197.097809791565
9,0.1277795176949577,3.064423310743526,3.064423310743526,False,0.1277795176949577,0.1277795176949577,"godel_norm(fuzzy_not(fuzzy_not(product_s_implication(x3, fuzzy_not(x11)))), x16)","godel_norm,fuzzy_not,fuzzy_not,product_s_implication,x3,fuzzy_not,x11,x16",6754,5714,1040,50000,33295,16217.198163032532
15,0.13766566908935446,2.2193686957880403,2.2193686957880403,False,0.13766566908935446,0.13766566908935446,"lukasiewicz_norm(lukasiewicz_norm(lukasiewicz_norm(lukasiewicz_s_implication(x13, x9), x1), product_norm(fuzzy_not(lukasiewicz_s_implication(x13, x16)), x4)), product_conorm(lukasiewicz_conorm(x8, x8), x1))","lukasiewicz_norm,lukasiewicz_norm,lukasiewicz_norm,lukasiewicz_s_implication,x13,x9,x1,product_norm,fuzzy_not,lukasiewicz_s_implication,x13,x16,x4,product_conorm,lukasiewicz_conorm,x8,x8,x1",6450,5564,886,50000,33283,16259.786206483841
8,0.13766566908935446,2.2193686957880403,2.2193686957880403,False,0.13766566908935446,0.13766566908935446,"fuzzy_not(product_conorm(lukasiewicz_s_implication(x9, fuzzy_not(lukasiewicz_norm(fuzzy_not(fuzzy_not(x13)), x4))), fuzzy_not(lukasiewicz_norm(fuzzy_not(x14), x1))))","fuzzy_not,product_conorm,lukasiewicz_s_implication,x9,fuzzy_not,lukasiewicz_norm,fuzzy_not,fuzzy_not,x13,x4,fuzzy_not,lukasiewicz_norm,fuzzy_not,x14,x1",6292,5341,951,50000,33281,16336.176003456116
11,0.11799761620977355,1.6284906642371342,1.6284906642371342,False,0.11799761620977355,0.11799761620977355,"fuzzy_not(godel_s_implication(x16, product_norm(lukasiewicz_r_implication(godel_conorm(fuzzy_not(product_norm(fuzzy_not(fuzzy_not(fuzzy_not(x3))), x11)), x12), x4), x3)))","fuzzy_not,godel_s_implication,x16,product_norm,lukasiewicz_r_implication,godel_conorm,fuzzy_not,product_norm,fuzzy_not,fuzzy_not,fuzzy_not,x3,x11,x12,x4,x3",6178,5147,1031,50000,33146,16341.798267364502
13,0.12855209742895804,1.4172270104982627,1.4172270104982627,False,0.12855209742895804,0.12855209742895804,"product_r_implication(product_conorm(fuzzy_not(fuzzy_not(x4)), x1), fuzzy_not(godel_s_implication(lukasiewicz_r_implication(fuzzy_not(x14), fuzzy_not(fuzzy_not(fuzzy_not(product_s_implication(x16, x10))))), x3)))","product_r_implication,product_conorm,fuzzy_not,fuzzy_not,x4,x1,fuzzy_not,godel_s_implication,lukasiewicz_r_implication,fuzzy_not,x14,fuzzy_not,fuzzy_not,fuzzy_not,product_s_implication,x16,x10,x3",6298,5313,985,50000,33302,16343.406563043594
3,0.14207275223061086,2.7508288247248887,2.7508288247248887,False,0.14207275223061086,0.14207275223061086,"fuzzy_not(godel_r_implication(fuzzy_not(x2), fuzzy_not(fuzzy_not(lukasiewicz_conorm(fuzzy_not(x1), product_s_implication(fuzzy_not(product_s_implication(x9, fuzzy_not(x13))), x12))))))","fuzzy_not,godel_r_implication,fuzzy_not,x2,fuzzy_not,fuzzy_not,lukasiewicz_conorm,fuzzy_not,x1,product_s_implication,fuzzy_not,product_s_implication,x9,fuzzy_not,x13,x12",6178,5336,842,50000,33311,16357.025744915007
1,0.1908548707753479,0.8956698653304237,0.8956698653304237,False,0.1908548707753479,0.1908548707753479,"lukasiewicz_norm(fuzzy_not(godel_conorm(godel_conorm(x6, product_norm(x3, x2)), x16)), x4)","lukasiewicz_norm,fuzzy_not,godel_conorm,godel_conorm,x6,product_norm,x3,x2,x16,x4",6223,5239,984,50000,33431,16364.60125374794
0,0.11586901763224182,3.4759473029223686,3.4759473029223686,False,0.11586901763224182,0.11586901763224182,"lukasiewicz_norm(x9, fuzzy_not(godel_s_implication(godel_norm(x13, lukasiewicz_norm(godel_s_implication(godel_r_implication(x5, x2), lukasiewicz_norm(x1, fuzzy_not(x12))), x13)), x6)))","lukasiewicz_norm,x9,fuzzy_not,godel_s_implication,godel_norm,x13,lukasiewicz_norm,godel_s_implication,godel_r_implication,x5,x2,lukasiewicz_norm,x1,fuzzy_not,x12,x13,x6",5608,4765,843,50000,32839,16396.764295816418
