complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless
1,0.014434615648357674,4895,0,x16,x16,63.258059653373536,63.258059653373536,False,0.014434615648357674,0.014434615648357674
4,0.045990823683635565,1,0,"product_norm(x16, fuzzy_not(x3))","product_norm,x16,fuzzy_not,x3",19.218390501057964,19.218390501057964,False,0.045990823683635565,0.045990823683635565
6,0.049107663595007574,1,0,"product_norm(product_norm(x10, fuzzy_not(x3)), x16)","product_norm,product_norm,x10,fuzzy_not,x3,x16",17.939805263325834,17.939805263325834,False,0.049107663595007574,0.049107663595007574
7,0.09349220898258478,1,0,"fuzzy_not(product_conorm(x11, product_s_implication(x16, x3)))","fuzzy_not,product_conorm,x11,product_s_implication,x16,x3",4.352911532244663,4.352911532244663,False,0.09349220898258478,0.09349220898258478
9,0.11723092470944921,1,0,"fuzzy_not(product_s_implication(x16, product_conorm(product_conorm(x8, x2), x3)))","fuzzy_not,product_s_implication,x16,product_conorm,product_conorm,x8,x2,x3",1.922279182717752,1.922279182717752,False,0.11723092470944921,0.11723092470944921
11,0.13310433662516102,1,0,"fuzzy_not(product_conorm(product_conorm(x3, x10), product_s_implication(product_conorm(x2, x16), x2)))","fuzzy_not,product_conorm,product_conorm,x3,x10,product_s_implication,product_conorm,x2,x16,x2",2.22156935884782,2.22156935884782,False,0.13310433662516102,0.13310433662516102
12,0.14623655913978495,1,0,"product_norm(fuzzy_not(x3), fuzzy_not(product_s_implication(x16, product_conorm(x3, product_conorm(x2, x11)))))","product_norm,fuzzy_not,x3,fuzzy_not,product_s_implication,x16,product_conorm,x3,product_conorm,x2,x11",2.620989704197874,2.620989704197874,False,0.14623655913978495,0.14623655913978495
15,0.15079365079365079,1,0,"fuzzy_not(product_conorm(fuzzy_not(x16), product_s_implication(fuzzy_not(x3), product_conorm(x3, product_conorm(x2, product_conorm(x8, x3))))))","fuzzy_not,product_conorm,fuzzy_not,x16,product_s_implication,fuzzy_not,x3,product_conorm,x3,product_conorm,x2,product_conorm,x8,x3",1.1773547369822523,1.1773547369822523,False,0.15079365079365079,0.15079365079365079
20,0.152,1,0,"fuzzy_not(product_s_implication(fuzzy_not(x2), product_conorm(fuzzy_not(product_conorm(x3, product_conorm(x8, x8))), product_conorm(product_conorm(product_s_implication(x16, x3), x3), x8))))","fuzzy_not,product_s_implication,fuzzy_not,x2,product_conorm,fuzzy_not,product_conorm,x3,product_conorm,x8,x8,product_conorm,product_conorm,product_s_implication,x16,x3,x3,x8",1.1663514216833528,1.1663514216833528,False,0.152,0.152
23,0.1908548707753479,1,0,"fuzzy_not(fuzzy_not(product_norm(x4, product_norm(x4, fuzzy_not(product_conorm(product_s_implication(product_s_implication(product_s_implication(product_conorm(product_conorm(x16, x3), x2), x16), x3), x2), x3))))))","fuzzy_not,fuzzy_not,product_norm,x4,product_norm,x4,fuzzy_not,product_conorm,product_s_implication,product_s_implication,product_s_implication,product_conorm,product_conorm,x16,x3,x2,x16,x3,x2,x3",0.8956698653304237,0.8956698653304237,False,0.1908548707753479,0.1908548707753479
