complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless
1,0.014434615648357674,5366,0,x16,x16,63.258059653373536,63.258059653373536,False,0.014434615648357674,0.014434615648357674
4,0.02279874213836478,1,0,"product_norm(x16, fuzzy_not(x8))","product_norm,x16,fuzzy_not,x8",10.941696733225717,10.941696733225717,False,0.02279874213836478,0.02279874213836478
5,0.0418956043956044,1,0,"fuzzy_not(product_s_implication(x16, x4))","fuzzy_not,product_s_implication,x16,x4",12.279699873571904,12.279699873571904,False,0.0418956043956044,0.0418956043956044
6,0.045990823683635565,1,0,"product_norm(fuzzy_not(fuzzy_not(fuzzy_not(x3))), x16)","product_norm,fuzzy_not,fuzzy_not,fuzzy_not,x3,x16",19.218390501057964,19.218390501057964,False,0.045990823683635565,0.045990823683635565
7,0.07051803634391104,1,0,"fuzzy_not(product_conorm(fuzzy_not(x16), product_conorm(x9, x3)))","fuzzy_not,product_conorm,fuzzy_not,x16,product_conorm,x9,x3",3.770836152932877,3.770836152932877,False,0.07051803634391104,0.07051803634391104
8,0.10462226640159045,1,0,"product_norm(x16, fuzzy_not(product_conorm(x3, product_conorm(x3, x3))))","product_norm,x16,fuzzy_not,product_conorm,x3,product_conorm,x3,x3",7.928989004387019,7.928989004387019,False,0.10462226640159045,0.10462226640159045
9,0.13199611776124234,1,0,"fuzzy_not(product_conorm(product_s_implication(x16, product_conorm(x3, x11)), x3))","fuzzy_not,product_conorm,product_s_implication,x16,product_conorm,x3,x11,x3",2.9521894946947507,2.9521894946947507,False,0.13199611776124234,0.13199611776124234
12,0.13496526629176314,1,0,"fuzzy_not(fuzzy_not(fuzzy_not(product_conorm(x2, product_conorm(x11, product_conorm(product_conorm(x3, x13), x15))))))","fuzzy_not,fuzzy_not,fuzzy_not,product_conorm,x2,product_conorm,x11,product_conorm,product_conorm,x3,x13,x15",2.8773669506622337,2.8773669506622337,False,0.13496526629176314,0.13496526629176314
13,0.14330874604847207,1,0,"fuzzy_not(product_conorm(product_conorm(x5, product_conorm(product_conorm(fuzzy_not(x16), product_conorm(x3, x2)), x2)), x11))","fuzzy_not,product_conorm,product_conorm,x5,product_conorm,product_conorm,fuzzy_not,x16,product_conorm,x3,x2,x2,x11",2.683708601401601,2.683708601401601,False,0.14330874604847207,0.14330874604847207
18,0.14383043149129449,1,0,"fuzzy_not(product_conorm(fuzzy_not(x16), product_conorm(product_conorm(x3, product_conorm(product_conorm(x11, product_norm(product_norm(x16, fuzzy_not(x3)), x1)), x2)), x3)))","fuzzy_not,product_conorm,fuzzy_not,x16,product_conorm,product_conorm,x3,product_conorm,product_conorm,x11,product_norm,product_norm,x16,fuzzy_not,x3,x1,x2,x3",1.2444749603055396,1.2444749603055396,False,0.14383043149129449,0.14383043149129449
20,0.14636209813874787,1,0,"product_norm(fuzzy_not(fuzzy_not(fuzzy_not(x11))), fuzzy_not(product_conorm(product_s_implication(x16, product_conorm(fuzzy_not(product_s_implication(product_conorm(x2, x11), x9)), x3)), x3)))","product_norm,fuzzy_not,fuzzy_not,fuzzy_not,x11,fuzzy_not,product_conorm,product_s_implication,x16,product_conorm,fuzzy_not,product_s_implication,product_conorm,x2,x11,x9,x3,x3",2.22046902731793,2.22046902731793,False,0.14636209813874787,0.14636209813874787
21,0.14637904468412943,1,0,"fuzzy_not(fuzzy_not(fuzzy_not(product_conorm(product_s_implication(fuzzy_not(fuzzy_not(x16)), product_conorm(product_s_implication(product_s_implication(x3, x1), product_conorm(x3, x9)), x2)), x3))))","fuzzy_not,fuzzy_not,fuzzy_not,product_conorm,product_s_implication,fuzzy_not,fuzzy_not,x16,product_conorm,product_s_implication,product_s_implication,x3,x1,product_conorm,x3,x9,x2,x3",1.2191673351180705,1.2191673351180705,False,0.14637904468412943,0.14637904468412943
26,0.16127200454287335,1,0,"fuzzy_not(product_s_implication(product_s_implication(product_conorm(x6, fuzzy_not(product_norm(fuzzy_not(product_conorm(product_conorm(product_conorm(fuzzy_not(product_conorm(product_conorm(x11, fuzzy_not(x1)), x9)), x3), x3), x11)), x16))), x6), x2))","fuzzy_not,product_s_implication,product_s_implication,product_conorm,x6,fuzzy_not,product_norm,fuzzy_not,product_conorm,product_conorm,product_conorm,fuzzy_not,product_conorm,product_conorm,x11,fuzzy_not,x1,x9,x3,x3,x11,x16,x6,x2",1.6251896696474641,1.6251896696474641,False,0.16127200454287335,0.16127200454287335
