complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless
1,0.014434615648357674,5146,0,x16,x16,63.258059653373536,63.258059653373536,False,0.014434615648357674,0.014434615648357674
4,0.01982731052126639,1,0,"product_norm(fuzzy_not(x1), x16)","product_norm,fuzzy_not,x1,x16",16.86258069556357,16.86258069556357,False,0.01982731052126639,0.01982731052126639
5,0.0418956043956044,1,0,"fuzzy_not(product_conorm(fuzzy_not(x16), x4))","fuzzy_not,product_conorm,fuzzy_not,x16,x4",12.279699873571904,12.279699873571904,False,0.0418956043956044,0.0418956043956044
6,0.049757673667205175,1,0,"product_norm(fuzzy_not(x4), product_norm(x16, x1))","product_norm,fuzzy_not,x4,product_norm,x16,x1",9.708225088219077,9.708225088219077,False,0.049757673667205175,0.049757673667205175
7,0.10462226640159045,2,0,"fuzzy_not(product_conorm(fuzzy_not(x16), product_conorm(x3, x3)))","fuzzy_not,product_conorm,fuzzy_not,x16,product_conorm,x3,x3",7.928989004387019,7.928989004387019,False,0.10462226640159045,0.10462226640159045
9,0.10661764705882353,1,0,"fuzzy_not(product_conorm(product_conorm(product_conorm(fuzzy_not(x16), x8), x3), x3))","fuzzy_not,product_conorm,product_conorm,product_conorm,fuzzy_not,x16,x8,x3,x3",2.139044494106073,2.139044494106073,False,0.10661764705882353,0.10661764705882353
11,0.1259946949602122,1,0,"fuzzy_not(product_s_implication(fuzzy_not(fuzzy_not(x16)), product_conorm(product_conorm(x3, x8), x11)))","fuzzy_not,product_s_implication,fuzzy_not,fuzzy_not,x16,product_conorm,product_conorm,x3,x8,x11",1.4502369563949613,1.4502369563949613,False,0.1259946949602122,0.1259946949602122
12,0.1280323450134771,1,0,"product_norm(fuzzy_not(product_conorm(x3, product_s_implication(x16, x10))), fuzzy_not(fuzzy_not(fuzzy_not(x8))))","product_norm,fuzzy_not,product_conorm,x3,product_s_implication,x16,x10,fuzzy_not,fuzzy_not,fuzzy_not,x8",1.4238289996776023,1.4238289996776023,False,0.1280323450134771,0.1280323450134771
13,0.14136904761904762,1,0,"fuzzy_not(product_s_implication(fuzzy_not(fuzzy_not(x16)), product_conorm(x3, product_conorm(x3, product_conorm(x1, x8)))))","fuzzy_not,product_s_implication,fuzzy_not,fuzzy_not,x16,product_conorm,x3,product_conorm,x3,product_conorm,x1,x8",1.2697825854930085,1.2697825854930085,False,0.14136904761904762,0.14136904761904762
21,0.1417910447761194,1,0,"fuzzy_not(product_conorm(product_s_implication(fuzzy_not(product_conorm(fuzzy_not(product_norm(fuzzy_not(fuzzy_not(product_conorm(product_conorm(product_conorm(x2, x15), x10), x1))), x16)), x8)), x3), x1))","fuzzy_not,product_conorm,product_s_implication,fuzzy_not,product_conorm,fuzzy_not,product_norm,fuzzy_not,fuzzy_not,product_conorm,product_conorm,product_conorm,x2,x15,x10,x1,x16,x8,x3,x1",1.2653812593734488,1.2653812593734488,False,0.1417910447761194,0.1417910447761194
