seed,r,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless,expression,traversal,error_true_divide,error_node_divide,error_node_invalid,n_samples,n_cached,t
2,0.1625,1.2598931952575012,1.2598931952575012,False,0.1625,0.1625,"product_reichenbach(x2, -x10 + x21 - x3)","product_reichenbach,x2,add,sub,sub,x4,add,x4,x10,x3,x21",8660,7850,810,20000,20000,1167.5700931549072
3,0.12265758091993186,2.4210634162597504,2.4210634162597504,False,0.12265758091993186,0.12265758091993186,"product_reichenbach(x3, -x15 + x21 + x6)","product_reichenbach,x3,sub,x6,sub,x15,x21",8479,7678,801,20000,19999,1172.543565750122
1,0.12313432835820895,2.209514185712782,2.209514185712782,False,0.12313432835820895,0.12313432835820895,"product_reichenbach(x8, x21 - x3 + x6)","product_reichenbach,x8,add,x21,sub,x6,x3",8664,7841,823,20000,20000,1179.1790640354154
0,0.13297872340425532,3.065113295924965,3.065113295924965,False,0.13297872340425532,0.13297872340425532,"product_reichenbach(x16, x21 - x3)","product_reichenbach,x16,sub,x21,x3",8587,7836,751,20000,20000,1184.4003529548645
