complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless
1,0.014434615648357674,4831,0,x16,x16,63.258059653373536,63.258059653373536,False,0.014434615648357674,0.014434615648357674
3,0.014470834908740935,1,0,"godel_norm(x10, x16)","godel_norm,x10,x16",63.097411250009614,63.097411250009614,False,0.014470834908740935,0.014470834908740935
4,0.02796591653921783,1,0,"godel_norm(x16, fuzzy_not(x7))","godel_norm,x16,fuzzy_not,x7",9.790749952960823,9.790749952960823,False,0.02796591653921783,0.02796591653921783
5,0.045990823683635565,1,0,"fuzzy_not(godel_conorm(x3, fuzzy_not(x16)))","fuzzy_not,godel_conorm,x3,fuzzy_not,x16",19.218390501057964,19.218390501057964,False,0.045990823683635565,0.045990823683635565
7,0.04643487167814261,1,0,"godel_norm(x1, fuzzy_not(godel_conorm(fuzzy_not(x16), x3)))","godel_norm,x1,fuzzy_not,godel_conorm,fuzzy_not,x16,x3",18.438255446365982,18.438255446365982,False,0.04643487167814261,0.04643487167814261
8,0.04860614724803431,1,0,"godel_norm(fuzzy_not(godel_conorm(x7, fuzzy_not(x16))), fuzzy_not(x4))","godel_norm,fuzzy_not,godel_conorm,x7,fuzzy_not,x16,fuzzy_not,x4",2.9290825325670617,2.9290825325670617,False,0.04860614724803431,0.04860614724803431
9,0.07605466428995841,1,0,"fuzzy_not(godel_s_implication(x16, fuzzy_not(fuzzy_not(godel_conorm(x7, x3)))))","fuzzy_not,godel_s_implication,x16,fuzzy_not,fuzzy_not,godel_conorm,x7,x3",3.4220310579577613,3.4220310579577613,False,0.07605466428995841,0.07605466428995841
14,0.08,1,0,"fuzzy_not(godel_conorm(godel_conorm(x7, fuzzy_not(fuzzy_not(x2))), godel_conorm(godel_conorm(fuzzy_not(x16), x3), fuzzy_not(x16))))","fuzzy_not,godel_conorm,godel_conorm,x7,fuzzy_not,fuzzy_not,x2,godel_conorm,godel_conorm,fuzzy_not,x16,x3,fuzzy_not,x16",3.1887607736210906,3.1887607736210906,False,0.08,0.08
18,0.08040842373962986,1,0,"godel_norm(x11, fuzzy_not(godel_conorm(godel_s_implication(fuzzy_not(x2), godel_conorm(fuzzy_not(x16), x3)), godel_conorm(godel_conorm(x2, fuzzy_not(x16)), x7))))","godel_norm,x11,fuzzy_not,godel_conorm,godel_s_implication,fuzzy_not,x2,godel_conorm,fuzzy_not,x16,x3,godel_conorm,godel_conorm,x2,fuzzy_not,x16,x7",3.171155469142852,3.171155469142852,False,0.08040842373962986,0.08040842373962986
19,0.08086986068637445,1,0,"fuzzy_not(fuzzy_not(fuzzy_not(godel_conorm(godel_conorm(fuzzy_not(x16), godel_conorm(x7, godel_conorm(godel_conorm(x2, fuzzy_not(x1)), fuzzy_not(godel_conorm(x16, x3))))), x3))))","fuzzy_not,fuzzy_not,fuzzy_not,godel_conorm,godel_conorm,fuzzy_not,x16,godel_conorm,x7,godel_conorm,godel_conorm,x2,fuzzy_not,x1,fuzzy_not,godel_conorm,x16,x3,x3",2.9763967883523295,2.9763967883523295,False,0.08086986068637445,0.08086986068637445
