seed,r,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless,expression,traversal,n_samples,n_cached,t
3,0.15236567762630313,1.1630504270936828,1.1630504270936828,False,0.15236567762630313,0.15236567762630313,"godel_norm(fuzzy_not(x11), fuzzy_not(product_conorm(product_conorm(product_s_implication(product_conorm(x16, product_norm(x2, x8)), lukasiewicz_conorm(product_conorm(x2, x3), x2)), x3), x8)))","godel_norm,fuzzy_not,x11,fuzzy_not,product_conorm,product_conorm,product_s_implication,product_conorm,x16,product_norm,x2,x8,lukasiewicz_conorm,product_conorm,x2,x3,x2,x3,x8",200000,135839,78093.4704785347
5,0.1507936507936508,1.1773547369822523,1.1773547369822523,False,0.1507936507936508,0.1507936507936508,"product_conorm(fuzzy_not(lukasiewicz_s_implication(fuzzy_not(fuzzy_not(product_conorm(x3, fuzzy_not(x2)))), lukasiewicz_conorm(godel_s_implication(fuzzy_not(x8), fuzzy_not(x16)), x3))), x6)","product_conorm,fuzzy_not,lukasiewicz_s_implication,fuzzy_not,fuzzy_not,product_conorm,x3,fuzzy_not,x2,lukasiewicz_conorm,godel_s_implication,fuzzy_not,x8,fuzzy_not,x16,x3,x6",200000,136329,78893.52301263809
11,0.13758146270818247,1.310494852098937,1.310494852098937,False,0.13758146270818247,0.13758146270818247,"fuzzy_not(fuzzy_not(product_norm(x16, fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(godel_norm(fuzzy_not(lukasiewicz_conorm(fuzzy_not(fuzzy_not(x3)), x8)), x8))))))))","fuzzy_not,fuzzy_not,product_norm,x16,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,godel_norm,fuzzy_not,lukasiewicz_conorm,fuzzy_not,fuzzy_not,x3,x8,x8",200000,138015,79355.0378215313
8,0.152,1.1663514216833528,1.1663514216833528,False,0.152,0.152,"fuzzy_not(godel_conorm(fuzzy_not(x4), lukasiewicz_conorm(x3, godel_s_implication(x16, lukasiewicz_conorm(x8, godel_s_implication(x16, product_norm(x2, godel_s_implication(x8, product_norm(x16, x3)))))))))","fuzzy_not,godel_conorm,fuzzy_not,x4,lukasiewicz_conorm,x3,godel_s_implication,x16,lukasiewicz_conorm,x8,godel_s_implication,x16,product_norm,x2,godel_s_implication,x8,product_norm,x16,x3",200000,137765,79696.5582704544
0,0.1484375,1.1993613675800514,1.1993613675800514,False,0.1484375,0.1484375,"fuzzy_not(product_conorm(product_norm(x2, fuzzy_not(x9)), product_s_implication(fuzzy_not(product_conorm(fuzzy_not(product_norm(fuzzy_not(product_conorm(x1, x3)), x16)), x3)), x9)))","fuzzy_not,product_conorm,product_norm,x2,fuzzy_not,x9,product_s_implication,fuzzy_not,product_conorm,fuzzy_not,product_norm,fuzzy_not,product_conorm,x1,x3,x16,x3,x9",200000,136948,79784.78616905212
4,0.1507936507936508,1.1773547369822523,1.1773547369822523,False,0.1507936507936508,0.1507936507936508,"fuzzy_not(lukasiewicz_s_implication(lukasiewicz_norm(godel_s_implication(x16, product_norm(fuzzy_not(x2), lukasiewicz_norm(x16, godel_conorm(fuzzy_not(godel_s_implication(fuzzy_not(x8), x3)), x3)))), x16), x3))","fuzzy_not,lukasiewicz_s_implication,lukasiewicz_norm,godel_s_implication,x16,product_norm,fuzzy_not,x2,lukasiewicz_norm,x16,godel_conorm,fuzzy_not,godel_s_implication,fuzzy_not,x8,x3,x3,x16,x3",200000,137306,79869.77215409279
9,0.15359741309620048,1.1520471117947837,1.1520471117947837,False,0.15359741309620048,0.15359741309620048,"fuzzy_not(product_conorm(x11, godel_s_implication(x4, product_conorm(fuzzy_not(fuzzy_not(product_conorm(product_conorm(lukasiewicz_s_implication(product_conorm(x16, x14), godel_conorm(x3, x2)), x8), x3))), x14))))","fuzzy_not,product_conorm,x11,godel_s_implication,x4,product_conorm,fuzzy_not,fuzzy_not,product_conorm,product_conorm,lukasiewicz_s_implication,product_conorm,x16,x14,godel_conorm,x3,x2,x8,x3,x14",200000,136221,79917.86727571487
1,0.15663643858202805,1.1256391550774243,1.1256391550774243,False,0.15663643858202805,0.15663643858202805,"fuzzy_not(lukasiewicz_conorm(x3, godel_conorm(x10, product_conorm(godel_conorm(godel_conorm(godel_conorm(x13, fuzzy_not(godel_norm(lukasiewicz_conorm(x10, x11), x16))), x2), x8), x3))))","fuzzy_not,lukasiewicz_conorm,x3,godel_conorm,x10,product_conorm,godel_conorm,godel_conorm,godel_conorm,x13,fuzzy_not,godel_norm,lukasiewicz_conorm,x10,x11,x16,x2,x8,x3",200000,137159,79998.26796793938
2,0.1645915578499848,3.027012038727268,3.027012038727268,False,0.1645915578499848,0.1645915578499848,"fuzzy_not(fuzzy_not(fuzzy_not(godel_s_implication(x16, fuzzy_not(fuzzy_not(product_conorm(lukasiewicz_norm(x7, x11), lukasiewicz_s_implication(fuzzy_not(x3), x2))))))))","fuzzy_not,fuzzy_not,fuzzy_not,godel_s_implication,x16,fuzzy_not,fuzzy_not,product_conorm,lukasiewicz_norm,x7,x11,lukasiewicz_s_implication,fuzzy_not,x3,x2",200000,139838,80819.92135739326
14,0.1463245492371706,2.7090162265890703,2.7090162265890703,False,0.1463245492371706,0.1463245492371706,"fuzzy_not(godel_conorm(product_norm(fuzzy_not(x16), fuzzy_not(x16)), product_conorm(godel_conorm(product_norm(x8, godel_s_implication(lukasiewicz_s_implication(x7, x4), x7)), x3), x3)))","fuzzy_not,godel_conorm,product_norm,fuzzy_not,x16,fuzzy_not,x16,product_conorm,godel_conorm,product_norm,x8,godel_s_implication,lukasiewicz_s_implication,x7,x4,x7,x3,x3",200000,140983,80899.77749538423
