complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless
1,0.014434615648357674,4994,0,x16,x16,63.258059653373536,63.258059653373536,False,0.014434615648357674,0.014434615648357674
4,0.017116954949352798,1,0,"lukasiewicz_norm(x9, fuzzy_not(x3))","lukasiewicz_norm,x9,fuzzy_not,x3",66.08921267978039,66.08921267978039,False,0.017116954949352798,0.017116954949352798
5,0.038288288288288286,1,0,"fuzzy_not(lukasiewicz_conorm(fuzzy_not(x16), x11))","fuzzy_not,lukasiewicz_conorm,fuzzy_not,x16,x11",11.276197518312264,11.276197518312264,False,0.038288288288288286,0.038288288288288286
6,0.045990823683635565,1,0,"lukasiewicz_conorm(x6, product_norm(x16, fuzzy_not(x3)))","lukasiewicz_conorm,x6,product_norm,x16,fuzzy_not,x3",19.218390501057964,19.218390501057964,False,0.045990823683635565,0.045990823683635565
7,0.12234385061171926,1,0,"fuzzy_not(lukasiewicz_conorm(x3, godel_s_implication(x16, x1)))","fuzzy_not,lukasiewicz_conorm,x3,godel_s_implication,x16,x1",1.4997518752400094,1.4997518752400094,False,0.12234385061171926,0.12234385061171926
9,0.13333333333333333,1,0,"fuzzy_not(lukasiewicz_conorm(lukasiewicz_conorm(x8, fuzzy_not(x16)), fuzzy_not(fuzzy_not(x3))))","fuzzy_not,lukasiewicz_conorm,lukasiewicz_conorm,x8,fuzzy_not,x16,fuzzy_not,fuzzy_not,x3",1.358909439414095,1.358909439414095,False,0.13333333333333333,0.13333333333333333
12,0.14260747990213213,1,0,"fuzzy_not(fuzzy_not(product_norm(fuzzy_not(x11), fuzzy_not(product_conorm(godel_s_implication(x16, x3), x2)))))","fuzzy_not,fuzzy_not,product_norm,fuzzy_not,x11,fuzzy_not,product_conorm,godel_s_implication,x16,x3,x2",2.6991132428200606,2.6991132428200606,False,0.14260747990213213,0.14260747990213213
15,0.14913657770800628,1,0,"fuzzy_not(fuzzy_not(fuzzy_not(lukasiewicz_conorm(product_norm(x3, x9), product_conorm(x8, product_conorm(x2, godel_s_implication(x16, x3)))))))","fuzzy_not,fuzzy_not,fuzzy_not,lukasiewicz_conorm,product_norm,x3,x9,product_conorm,x8,product_conorm,x2,godel_s_implication,x16,x3",1.1927593784007118,1.1927593784007118,False,0.14913657770800628,0.14913657770800628
18,0.15079365079365079,1,0,"fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(lukasiewicz_conorm(product_norm(x16, x3), godel_s_implication(product_norm(x16, godel_s_implication(x2, x8)), x8)))))))","fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,lukasiewicz_conorm,product_norm,x16,x3,godel_s_implication,product_norm,x16,godel_s_implication,x2,x8,x8",1.1773547369822523,1.1773547369822523,False,0.15079365079365079,0.15079365079365079
22,0.152,1,0,"fuzzy_not(godel_conorm(fuzzy_not(x4), lukasiewicz_conorm(x3, godel_s_implication(x16, lukasiewicz_conorm(x8, godel_s_implication(x16, product_norm(x2, godel_s_implication(x8, product_norm(x16, x3)))))))))","fuzzy_not,godel_conorm,fuzzy_not,x4,lukasiewicz_conorm,x3,godel_s_implication,x16,lukasiewicz_conorm,x8,godel_s_implication,x16,product_norm,x2,godel_s_implication,x8,product_norm,x16,x3",1.1663514216833528,1.1663514216833528,False,0.152,0.152
