complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless
5,0.03406131035864556,1,0,-x2*x3 + x9,"sub,x9,mul,x2,x3",22.663974232598555,22.663974232598555,False,0.03406131035864556,0.03406131035864556
7,0.07076923076923076,1,0,x18**2*(x1 + x5),"mul,mul,add,x1,x5,x18,x18",5.678921566683065,5.678921566683065,False,0.07076923076923076,0.07076923076923076
8,0.07096774193548387,1,0,x2*x21/(x10*x16),"mul,div,x2,mul,x10,x16,x21",4.061745226501795,4.061745226501795,False,0.07096774193548387,0.07096774193548387
9,0.1195219123505976,1,0,x16*(x1 + x15 + x18 - 1.9973925361495144),"mul,x16,sub,add,add,x18,x15,x1,1.9973925361495144",3.116825330058669,3.116825330058669,False,0.1195219123505976,0.1195219123505976
12,0.12622720897615708,1,0,"x16 - x9/product_reichenbach(-x16 + 2*x21, x3)","sub,x16,div,x9,product_reichenbach,add,sub,x21,x16,x21,x3",2.928781569572475,2.928781569572475,False,0.12622720897615708,0.12622720897615708
