seed,r,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless,expression,traversal,error_true_divide,error_node_divide,error_node_invalid,n_samples,n_cached,t
14,0.13134940995382247,1.8628612801036948,1.8628612801036948,False,0.13134940995382247,0.13134940995382247,"fuzzy_not(product_conorm(lukasiewicz_conorm(x13, product_s_implication(godel_norm(product_conorm(godel_norm(fuzzy_not(fuzzy_not(godel_norm(x2, x2))), x16), x8), x16), x7)), x3))","fuzzy_not,product_conorm,lukasiewicz_conorm,x13,product_s_implication,godel_norm,product_conorm,godel_norm,fuzzy_not,fuzzy_not,godel_norm,x2,x2,x16,x8,x16,x7,x3",7479,6496,983,50000,33682,16008.890291213991
1,0.14649190439475712,1.2180670035881809,1.2180670035881809,False,0.14649190439475712,0.14649190439475712,"fuzzy_not(fuzzy_not(fuzzy_not(godel_conorm(x8, godel_s_implication(fuzzy_not(godel_r_implication(fuzzy_not(x11), x1)), godel_r_implication(fuzzy_not(fuzzy_not(x16)), x3))))))","fuzzy_not,fuzzy_not,fuzzy_not,godel_conorm,x8,godel_s_implication,fuzzy_not,godel_r_implication,fuzzy_not,x11,x1,godel_r_implication,fuzzy_not,fuzzy_not,x16,x3",7024,5998,1026,50000,33822,16392.605449676514
13,0.14168530947054436,1.2664815909033391,1.2664815909033391,False,0.14168530947054436,0.14168530947054436,"fuzzy_not(godel_r_implication(fuzzy_not(lukasiewicz_s_implication(x16, x2)), product_conorm(x3, x10)))","fuzzy_not,godel_r_implication,fuzzy_not,lukasiewicz_s_implication,x16,x2,product_conorm,x3,x10",7232,6453,779,50000,34210,16433.827564239502
12,0.13606911447084233,1.760530447823929,1.760530447823929,False,0.13606911447084233,0.13606911447084233,"lukasiewicz_norm(fuzzy_not(x3), godel_norm(godel_norm(fuzzy_not(lukasiewicz_r_implication(fuzzy_not(fuzzy_not(fuzzy_not(godel_norm(x16, lukasiewicz_norm(x7, x16))))), x2)), x16), x16))","lukasiewicz_norm,fuzzy_not,x3,godel_norm,godel_norm,fuzzy_not,lukasiewicz_r_implication,fuzzy_not,fuzzy_not,fuzzy_not,godel_norm,x16,lukasiewicz_norm,x7,x16,x2,x16,x16",5111,4360,751,50000,33286,16669.06293654442
8,0.14318010550113036,1.2510769494848792,1.2510769494848792,False,0.14318010550113036,0.14318010550113036,"fuzzy_not(godel_s_implication(product_norm(x16, fuzzy_not(x3)), fuzzy_not(product_conorm(fuzzy_not(godel_conorm(x10, x2)), x15))))","fuzzy_not,godel_s_implication,product_norm,x16,fuzzy_not,x3,fuzzy_not,product_conorm,fuzzy_not,godel_conorm,x10,x2,x15",5683,4826,857,50000,33857,16671.728424310684
5,0.13606911447084233,1.760530447823929,1.760530447823929,False,0.13606911447084233,0.13606911447084233,"fuzzy_not(product_conorm(product_s_implication(fuzzy_not(fuzzy_not(fuzzy_not(lukasiewicz_conorm(x13, lukasiewicz_r_implication(fuzzy_not(lukasiewicz_s_implication(lukasiewicz_s_implication(x13, x10), godel_r_implication(x16, x3))), x7))))), x14), x2))","fuzzy_not,product_conorm,product_s_implication,fuzzy_not,fuzzy_not,fuzzy_not,lukasiewicz_conorm,x13,lukasiewicz_r_implication,fuzzy_not,lukasiewicz_s_implication,lukasiewicz_s_implication,x13,x10,godel_r_implication,x16,x3,x7,x14,x2",6332,5299,1033,50000,33521,16674.826833724976
4,0.13333333333333333,1.358909439414095,1.358909439414095,False,0.13333333333333333,0.13333333333333333,"product_norm(fuzzy_not(lukasiewicz_s_implication(fuzzy_not(fuzzy_not(x16)), x8)), fuzzy_not(product_conorm(x6, godel_norm(fuzzy_not(x10), x3))))","product_norm,fuzzy_not,lukasiewicz_s_implication,fuzzy_not,fuzzy_not,x16,x8,fuzzy_not,product_conorm,x6,godel_norm,fuzzy_not,x10,x3",5534,4617,917,50000,33738,16904.671978712082
0,0.13606911447084233,1.760530447823929,1.760530447823929,False,0.13606911447084233,0.13606911447084233,"fuzzy_not(fuzzy_not(fuzzy_not(lukasiewicz_conorm(x2, godel_r_implication(x16, product_conorm(product_conorm(x3, product_conorm(x6, fuzzy_not(x16))), x7))))))","fuzzy_not,fuzzy_not,fuzzy_not,lukasiewicz_conorm,x2,godel_r_implication,x16,product_conorm,product_conorm,x3,product_conorm,x6,fuzzy_not,x16,x7",4789,4095,694,50000,33694,16987.740076303482
11,0.13333333333333333,1.358909439414095,1.358909439414095,False,0.13333333333333333,0.13333333333333333,"fuzzy_not(fuzzy_not(fuzzy_not(product_conorm(x13, product_conorm(x8, lukasiewicz_r_implication(x16, x3))))))","fuzzy_not,fuzzy_not,fuzzy_not,product_conorm,x13,product_conorm,x8,lukasiewicz_r_implication,x16,x3",3880,2983,897,50000,32928,17038.044048070908
7,0.1416370106761566,2.6539996500945726,2.6539996500945726,False,0.1416370106761566,0.1416370106761566,"fuzzy_not(product_s_implication(fuzzy_not(lukasiewicz_r_implication(x16, product_norm(x7, fuzzy_not(godel_conorm(fuzzy_not(lukasiewicz_conorm(x4, x5)), x3))))), x3))","fuzzy_not,product_s_implication,fuzzy_not,lukasiewicz_r_implication,x16,product_norm,x7,fuzzy_not,godel_conorm,fuzzy_not,lukasiewicz_conorm,x4,x5,x3,x3",3974,3300,674,50000,33567,17144.823635816574
