r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless
0.1393939393939394,1,0,"product_reichenbach(x3, -x13 + x21*(x18*(x14 - x17 - x19 + x21 - x7 + 1.0) + 0.7587094527123113))","product_reichenbach,x3,sub,mul,add,0.7587094527123113,mul,x18,add,1.0,sub,x21,add,add,x17,sub,x19,x14,x7,x21,x13",1.335110699451979,1.335110699451979,False,0.1393939393939394,0.1393939393939394
0.13533834586466165,1,0,"product_reichenbach(x3, -x1 + x15*(-x1 + x12 + x13*x17 - x18 - x5) - x2 + x21)","product_reichenbach,x3,add,sub,sub,add,add,sub,sub,mul,sub,sub,add,x12,sub,mul,x17,x13,x5,x18,x1,x15,x2,x2,x17,x2,x1,x17,x21",2.162503245591233,2.162503245591233,False,0.13533834586466165,0.13533834586466165
0.13199426111908177,1,0,"product_reichenbach(x16, -x18 + x21 - x3 - x8 + x9)","product_reichenbach,x16,sub,sub,x21,sub,x3,sub,x9,x18,x8",2.844161877353687,2.844161877353687,False,0.13199426111908177,0.13199426111908177
0.12313432835820896,1,0,"product_reichenbach(x13, x21 - x3 + x5**2)","product_reichenbach,x13,add,x21,add,sub,sub,mul,x5,x5,x3,x17,x17",2.209514185712782,2.209514185712782,False,0.12313432835820896,0.12313432835820896
0.11990407673860912,1,0,"product_reichenbach(1.0147504569656085, x21/(x11 + x21*(x3 + x9)*(x1 + x11 + x5)))","product_reichenbach,1.0147504569656085,div,x21,add,mul,mul,add,x11,add,x1,x5,add,x3,x9,x21,x11",1.725301502460832,1.725301502460832,False,0.11990407673860912,0.11990407673860912
0.11547344110854504,1,0,"product_reichenbach(x11*x9, x14 + x4 + x9 + 0.2156811372489445 - (x3 + 2.0019009482908254)/x15)","product_reichenbach,mul,x9,x11,sub,x14,sub,0.8921592676214545,add,add,sub,x9,div,add,x3,2.0019009482908254,x15,x4,1.107840404870399",1.8005190066553096,1.8005190066553096,False,0.11547344110854504,0.11547344110854504
0.10438413361169102,1,0,"product_reichenbach(x8, x11 - x13 + x16 + x21 - (x11 + 2*x3)/(x2 + x7))","product_reichenbach,x8,add,x21,add,sub,sub,x16,div,add,add,x11,x3,x3,add,x7,x2,x13,x11",2.016769331214433,2.016769331214433,False,0.10438413361169102,0.10438413361169102
0.09747126436781609,1,0,"product_reichenbach(x21*(x17 - x2) + x3, -0.37753770504793016)","product_reichenbach,add,x3,mul,sub,x17,x2,x21,-0.37753770504793016",9.22824754585998,9.22824754585998,False,0.09747126436781609,0.09747126436781609
0.09528965890633459,1,0,"product_reichenbach(x4, 0.2125250241953752*x17 + x21 - 0.7874749758046248*x3 + x4 - 0.7874749758046248*x9)","product_reichenbach,x4,add,add,x17,x4,add,mul,add,add,x9,x3,x17,-0.7874749758046248,x21",7.855528094310762,7.855528094310762,False,0.09528965890633459,0.09528965890633459
0.09025270758122743,1,0,"product_reichenbach(x15, -x3*(x3 + 2*x6) + x4)","product_reichenbach,x15,sub,x4,mul,add,x3,add,x6,x6,x3",2.369351382126047,2.369351382126047,False,0.09025270758122743,0.09025270758122743
0.08645533141210375,1,0,"product_reichenbach(x3, -x2 + 1.3962048474927619*x21*(x2 - x7 + x9) - x21)","product_reichenbach,x3,sub,mul,1.1710009445128482,mul,div,x21,0.838702821162436,sub,add,x2,x9,x7,add,x2,x21",1.490246801853089,1.490246801853089,False,0.08645533141210375,0.08645533141210375
0.08496732026143791,1,0,"product_reichenbach(-x3 + x6, x10 + x7 + (x12 + 2*x16 - x21)/x14)","product_reichenbach,sub,x6,x3,add,add,div,sub,x12,sub,x21,add,x16,x16,x14,x7,x10",1.3163063234033594,1.3163063234033594,False,0.08496732026143791,0.08496732026143791
0.0843263061411549,1,0,"product_reichenbach(-x12*x21*(x12 + x13 + x16 + x21 - x3 + 2*x8 - 4.934722609979436) + x12, x5)","product_reichenbach,sub,x12,mul,mul,sub,add,add,x21,x13,add,add,add,add,x16,-4.934722609979436,x12,x8,x8,x3,x12,x21,x5",4.6963929181427,4.6963929181427,False,0.0843263061411549,0.0843263061411549
0.08268733850129198,1,0,"product_reichenbach(x8, -x13*x16 - x16 - x18 - x19 + 2*x21 - x3)","product_reichenbach,x8,sub,x21,add,x3,sub,x16,sub,x21,add,add,x19,x18,mul,x16,x13",3.3377767486299468,3.3377767486299468,False,0.08268733850129198,0.08268733850129198
0.08196721311475409,1,0,"product_reichenbach(x1, x1*(x14*x21 - x14 + x16 - x3 + 0.3258920446882076))","product_reichenbach,x1,mul,x1,add,x16,sub,sub,mul,x14,x21,x14,sub,x3,0.3258920446882076",4.738702764252094,4.738702764252094,False,0.08196721311475409,0.08196721311475409
0.07973421926910298,1,0,"product_reichenbach(x3 + x7, -x10 + x21)","product_reichenbach,add,x3,x7,sub,x21,x10",1.3022030413668948,1.3022030413668948,False,0.07973421926910298,0.07973421926910298
0.07887323943661971,1,0,"product_reichenbach(x8, x12*(-x12 + x21 + 0.24376483059859655)/(x11 + x12**2*x17))","product_reichenbach,x8,mul,div,sub,add,x21,0.24376483059859655,x12,sub,add,x11,add,mul,mul,x12,x12,x17,x3,x3,x12",3.074515483949275,3.074515483949275,False,0.07887323943661971,0.07887323943661971
0.07866991078669912,1,0,"product_reichenbach(x12, -x10*(-x10 + x12 + x17 + x18 + x20 + x3)/x12 + 1.138957324829835)","product_reichenbach,x12,sub,x21,add,add,mul,div,add,sub,add,add,x17,add,x3,x12,x18,x10,x20,x12,x10,x21,-1.138957324829835",10.680885595615832,10.680885595615832,False,0.07866991078669912,0.07866991078669912
0.07717041800643086,1,0,"product_reichenbach(x14, x21/(x11*(-x14 + x15 + 2*x16 + x21/x4 + x8)))","product_reichenbach,x14,div,x21,mul,x11,sub,x16,sub,x14,add,add,add,div,x21,x4,x16,x15,x8",2.698427962976887,2.698427962976887,False,0.07717041800643086,0.07717041800643086
0.07660738714090289,1,0,"product_reichenbach(x11, (x11 + x17 - x21)*(x15 + x18*x3 + x2 - 2.005650345434831))","product_reichenbach,x11,mul,sub,x11,sub,x21,x17,add,add,add,-2.005650345434831,x2,mul,x3,x18,x15",3.173238458204527,3.173238458204527,False,0.07660738714090289,0.07660738714090289
