seed,r,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless,expression,traversal,error_true_divide,error_node_divide,error_node_invalid,n_samples,n_cached,t
4,0.13134940995382247,1.8628612801036948,1.8628612801036948,False,0.13134940995382247,0.13134940995382247,"fuzzy_not(fuzzy_not(fuzzy_not(product_conorm(fuzzy_not(x16), godel_r_implication(x3, godel_conorm(x7, fuzzy_not(fuzzy_not(x3))))))))","fuzzy_not,fuzzy_not,fuzzy_not,product_conorm,fuzzy_not,x16,godel_r_implication,x3,godel_conorm,x7,fuzzy_not,fuzzy_not,x3",7459,6617,842,50000,34264,16122.047427654265
13,0.14797507788161993,1.2037626936996113,1.2037626936996113,False,0.14797507788161993,0.14797507788161993,"fuzzy_not(lukasiewicz_conorm(x2, lukasiewicz_s_implication(fuzzy_not(godel_norm(product_conorm(fuzzy_not(x16), x8), fuzzy_not(godel_norm(fuzzy_not(x7), godel_r_implication(x3, x12))))), x3)))","fuzzy_not,lukasiewicz_conorm,x2,lukasiewicz_s_implication,fuzzy_not,godel_norm,product_conorm,fuzzy_not,x16,x8,fuzzy_not,godel_norm,fuzzy_not,x7,godel_r_implication,x3,x12,x3",6810,5879,931,50000,33914,16218.548657894136
2,0.1277795176949577,3.064423310743526,3.064423310743526,False,0.1277795176949577,0.1277795176949577,"fuzzy_not(lukasiewicz_conorm(godel_r_implication(x16, x11), fuzzy_not(fuzzy_not(x3))))","fuzzy_not,lukasiewicz_conorm,godel_r_implication,x16,x11,fuzzy_not,fuzzy_not,x3",6287,5178,1109,50000,34539,16792.369733810425
6,0.13523131672597866,1.3369028088162958,1.3369028088162958,False,0.13523131672597866,0.13523131672597866,"fuzzy_not(godel_s_implication(fuzzy_not(x2), lukasiewicz_conorm(x3, product_conorm(x1, lukasiewicz_s_implication(fuzzy_not(product_conorm(x12, lukasiewicz_s_implication(lukasiewicz_conorm(x16, x6), x11))), x3)))))","fuzzy_not,godel_s_implication,fuzzy_not,x2,lukasiewicz_conorm,x3,product_conorm,x1,lukasiewicz_s_implication,fuzzy_not,product_conorm,x12,lukasiewicz_s_implication,lukasiewicz_conorm,x16,x6,x11,x3",4622,3913,709,50000,33362,16868.417485952374
1,0.14330874604847207,2.683708601401601,2.683708601401601,False,0.14330874604847207,0.14330874604847207,"fuzzy_not(lukasiewicz_r_implication(fuzzy_not(fuzzy_not(fuzzy_not(product_conorm(godel_r_implication(fuzzy_not(fuzzy_not(lukasiewicz_conorm(product_norm(x16, x10), x3))), lukasiewicz_s_implication(x16, x2)), x3)))), x11))","fuzzy_not,lukasiewicz_r_implication,fuzzy_not,fuzzy_not,fuzzy_not,product_conorm,godel_r_implication,fuzzy_not,fuzzy_not,lukasiewicz_conorm,product_norm,x16,x10,x3,lukasiewicz_s_implication,x16,x2,x3,x11",5032,4295,737,50000,33566,16907.011464118958
15,0.1322714681440443,2.7574308139042283,2.7574308139042283,False,0.1322714681440443,0.1322714681440443,"fuzzy_not(fuzzy_not(fuzzy_not(product_conorm(lukasiewicz_conorm(fuzzy_not(x8), godel_r_implication(x16, lukasiewicz_s_implication(lukasiewicz_conorm(product_norm(x1, fuzzy_not(x11)), fuzzy_not(x8)), x3))), x1))))","fuzzy_not,fuzzy_not,fuzzy_not,product_conorm,lukasiewicz_conorm,fuzzy_not,x8,godel_r_implication,x16,lukasiewicz_s_implication,lukasiewicz_conorm,product_norm,x1,fuzzy_not,x11,fuzzy_not,x8,x3,x1",5362,4662,700,50000,34101,16929.450652360916
14,0.11320754716981132,1.706614202859321,1.706614202859321,False,0.11320754716981132,0.11320754716981132,"fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(lukasiewicz_s_implication(lukasiewicz_norm(fuzzy_not(product_conorm(fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(x4)))), x3)), x16), x11))))))","fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,lukasiewicz_s_implication,lukasiewicz_norm,fuzzy_not,product_conorm,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,x4,x3,x16,x11",5520,4616,904,50000,34493,17029.672527313232
5,0.1166290443942814,2.5835784321816155,2.5835784321816155,False,0.1166290443942814,0.1166290443942814,"fuzzy_not(godel_conorm(x12, fuzzy_not(fuzzy_not(lukasiewicz_r_implication(lukasiewicz_norm(fuzzy_not(x3), fuzzy_not(x15)), lukasiewicz_r_implication(x16, x10))))))","fuzzy_not,godel_conorm,x12,fuzzy_not,fuzzy_not,lukasiewicz_r_implication,lukasiewicz_norm,fuzzy_not,x3,fuzzy_not,x15,lukasiewicz_r_implication,x16,x10",4632,3627,1005,50000,33729,17090.288978338238
11,0.12450851900393188,1.4700429239329804,1.4700429239329804,False,0.12450851900393188,0.12450851900393188,"fuzzy_not(lukasiewicz_conorm(lukasiewicz_r_implication(product_conorm(x16, x11), x8), godel_conorm(product_norm(x3, x16), x9)))","fuzzy_not,lukasiewicz_conorm,lukasiewicz_r_implication,product_conorm,x16,x11,x8,godel_conorm,product_norm,x3,x16,x9",4156,3432,724,50000,33541,17099.83352136612
7,0.1277795176949577,3.064423310743526,3.064423310743526,False,0.1277795176949577,0.1277795176949577,"fuzzy_not(lukasiewicz_s_implication(fuzzy_not(product_conorm(fuzzy_not(fuzzy_not(fuzzy_not(x16))), x11)), x3))","fuzzy_not,lukasiewicz_s_implication,fuzzy_not,product_conorm,fuzzy_not,fuzzy_not,fuzzy_not,x16,x11,x3",3702,3105,597,50000,33618,17130.453046560287
3,0.13199611776124234,2.9521894946947507,2.9521894946947507,False,0.13199611776124234,0.13199611776124234,"fuzzy_not(fuzzy_not(fuzzy_not(godel_conorm(x6, lukasiewicz_conorm(fuzzy_not(fuzzy_not(godel_r_implication(fuzzy_not(lukasiewicz_s_implication(product_conorm(x16, x3), x11)), x3))), x3)))))","fuzzy_not,fuzzy_not,fuzzy_not,godel_conorm,x6,lukasiewicz_conorm,fuzzy_not,fuzzy_not,godel_r_implication,fuzzy_not,lukasiewicz_s_implication,product_conorm,x16,x3,x11,x3,x3",4124,3549,575,50000,33928,17173.889803409576
0,0.13390219888414834,2.9037749073795927,2.9037749073795927,False,0.13390219888414834,0.13390219888414834,"fuzzy_not(godel_s_implication(lukasiewicz_norm(fuzzy_not(fuzzy_not(fuzzy_not(godel_r_implication(fuzzy_not(x11), fuzzy_not(fuzzy_not(x3)))))), x11), fuzzy_not(x16)))","fuzzy_not,godel_s_implication,lukasiewicz_norm,fuzzy_not,fuzzy_not,fuzzy_not,godel_r_implication,fuzzy_not,x11,fuzzy_not,fuzzy_not,x3,x11,fuzzy_not,x16",4252,3588,664,50000,34019,17224.607488393784
8,0.13456090651558072,1.3446051295255257,1.3446051295255257,False,0.13456090651558072,0.13456090651558072,"fuzzy_not(lukasiewicz_conorm(x3, product_conorm(lukasiewicz_conorm(fuzzy_not(lukasiewicz_conorm(fuzzy_not(lukasiewicz_r_implication(x16, godel_r_implication(fuzzy_not(lukasiewicz_conorm(fuzzy_not(godel_conorm(lukasiewicz_conorm(x16, x4), x4)), x4)), x3))), x6)), x9), x8)))","fuzzy_not,lukasiewicz_conorm,x3,product_conorm,lukasiewicz_conorm,fuzzy_not,lukasiewicz_conorm,fuzzy_not,lukasiewicz_r_implication,x16,godel_r_implication,fuzzy_not,lukasiewicz_conorm,fuzzy_not,godel_conorm,lukasiewicz_conorm,x16,x4,x4,x4,x3,x6,x9,x8",4664,3962,702,50000,34392,17408.68871831894
9,0.13199611776124234,2.9521894946947507,2.9521894946947507,False,0.13199611776124234,0.13199611776124234,"fuzzy_not(lukasiewicz_s_implication(lukasiewicz_conorm(fuzzy_not(fuzzy_not(x16)), fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(x4))))), lukasiewicz_s_implication(fuzzy_not(product_conorm(x12, product_conorm(x3, x11))), x3)))","fuzzy_not,lukasiewicz_s_implication,lukasiewicz_conorm,fuzzy_not,fuzzy_not,x16,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,x4,lukasiewicz_s_implication,fuzzy_not,product_conorm,x12,product_conorm,x3,x11,x3",4002,3348,654,50000,34233,17484.213338613506
12,0.1277795176949577,3.064423310743526,3.064423310743526,False,0.1277795176949577,0.1277795176949577,"fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(godel_s_implication(fuzzy_not(godel_s_implication(x11, godel_s_implication(x3, godel_r_implication(fuzzy_not(x3), x11)))), godel_s_implication(x16, x15)))))))))","fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,godel_s_implication,fuzzy_not,godel_s_implication,x11,godel_s_implication,x3,godel_r_implication,fuzzy_not,x3,x11,godel_s_implication,x16,x15",3043,2560,483,50000,34623,17839.94059562683
