complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless
1,0.014434615648357674,1223,0,x16,x16,63.258059653373536,63.258059653373536,False,0.014434615648357674,0.014434615648357674
5,0.01578706210688549,1,0,"product_norm(x1, product_norm(x11, x8))","product_norm,x1,product_norm,x11,x8",51.99726677647974,51.99726677647974,False,0.01578706210688549,0.01578706210688549
7,0.04136690647482015,1,0,"fuzzy_not(fuzzy_not(lukasiewicz_norm(x1, godel_conorm(x13, x15))))","fuzzy_not,fuzzy_not,lukasiewicz_norm,x1,godel_conorm,x13,x15",10.556580697764232,10.556580697764232,False,0.04136690647482015,0.04136690647482015
8,0.08747087291629323,1,0,"godel_r_implication(godel_conorm(fuzzy_not(x16), x3), fuzzy_not(x4))","godel_r_implication,godel_conorm,fuzzy_not,x16,x3,fuzzy_not,x4",5.601787818669763,5.601787818669763,False,0.08747087291629323,0.08747087291629323
10,0.10207069650700688,1,0,"product_s_implication(x3, fuzzy_not(lukasiewicz_r_implication(x16, fuzzy_not(fuzzy_not(x4)))))","product_s_implication,x3,fuzzy_not,lukasiewicz_r_implication,x16,fuzzy_not,fuzzy_not,x4",4.723723257817579,4.723723257817579,False,0.10207069650700688,0.10207069650700688
11,0.11571481896229936,1,0,"fuzzy_not(product_norm(x1, godel_r_implication(fuzzy_not(x3), product_s_implication(x16, x3))))","fuzzy_not,product_norm,x1,godel_r_implication,fuzzy_not,x3,product_s_implication,x16,x3",2.6066853943093045,2.6066853943093045,False,0.11571481896229936,0.11571481896229936
18,0.12274368231046932,1,0,"lukasiewicz_r_implication(x11, fuzzy_not(lukasiewicz_norm(fuzzy_not(x6), lukasiewicz_s_implication(lukasiewicz_norm(x16, product_s_implication(godel_conorm(x9, x12), x1)), x3))))","lukasiewicz_r_implication,x11,fuzzy_not,lukasiewicz_norm,fuzzy_not,x6,lukasiewicz_s_implication,lukasiewicz_norm,x16,product_s_implication,godel_conorm,x9,x12,x1,x3",3.20856674115911,3.20856674115911,False,0.12274368231046932,0.12274368231046932
19,0.12768817204301075,1,0,"fuzzy_not(product_r_implication(x1, lukasiewicz_norm(godel_r_implication(godel_r_implication(x9, fuzzy_not(lukasiewicz_conorm(godel_r_implication(x16, x3), x9))), x3), x1)))","fuzzy_not,product_r_implication,x1,lukasiewicz_norm,godel_r_implication,godel_r_implication,x9,fuzzy_not,lukasiewicz_conorm,godel_r_implication,x16,x3,x9,x3,x1",1.4282303257971622,1.4282303257971622,False,0.12768817204301075,0.12768817204301075
23,0.13243662700465597,1,0,"fuzzy_not(product_norm(lukasiewicz_conorm(product_norm(fuzzy_not(x8), x1), godel_conorm(godel_conorm(lukasiewicz_r_implication(x16, godel_r_implication(x4, godel_conorm(godel_conorm(x3, x3), x5))), x3), x7)), x3))","fuzzy_not,product_norm,lukasiewicz_conorm,product_norm,fuzzy_not,x8,x1,godel_conorm,godel_conorm,lukasiewicz_r_implication,x16,godel_r_implication,x4,godel_conorm,godel_conorm,x3,x3,x5,x3,x7,x3",1.8452559756254554,1.8452559756254554,False,0.13243662700465597,0.13243662700465597
