seed,r,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless,expression,traversal,error_true_divide,error_node_divide,error_node_invalid,n_samples,n_cached,t
13,0.11180555555555556,2.8146480534585057,2.8146480534585057,False,0.11180555555555556,0.11180555555555556,"fuzzy_not(fuzzy_not(product_conorm(product_s_implication(lukasiewicz_r_implication(x4, godel_conorm(fuzzy_not(x1), fuzzy_not(x13))), x5), fuzzy_not(lukasiewicz_r_implication(x11, x1)))))","fuzzy_not,fuzzy_not,product_conorm,product_s_implication,lukasiewicz_r_implication,x4,godel_conorm,fuzzy_not,x1,fuzzy_not,x13,x5,fuzzy_not,lukasiewicz_r_implication,x11,x1",7019,6021,998,50000,33130,16038.603209495544
15,0.11586901763224182,3.4759473029223686,3.4759473029223686,False,0.11586901763224182,0.11586901763224182,"godel_norm(x13, fuzzy_not(lukasiewicz_r_implication(x9, lukasiewicz_r_implication(x1, lukasiewicz_norm(product_norm(fuzzy_not(lukasiewicz_s_implication(fuzzy_not(lukasiewicz_s_implication(x11, product_s_implication(lukasiewicz_conorm(x3, x7), x4))), x10)), x6), x1)))))","godel_norm,x13,fuzzy_not,lukasiewicz_r_implication,x9,lukasiewicz_r_implication,x1,lukasiewicz_norm,product_norm,fuzzy_not,lukasiewicz_s_implication,fuzzy_not,lukasiewicz_s_implication,x11,product_s_implication,lukasiewicz_conorm,x3,x7,x4,x10,x6,x1",6942,5876,1066,50000,33120,16076.176376104355
8,0.13396481732070364,1.408424358259143,1.408424358259143,False,0.13396481732070364,0.13396481732070364,"fuzzy_not(godel_s_implication(fuzzy_not(fuzzy_not(x16)), lukasiewicz_norm(x4, lukasiewicz_conorm(fuzzy_not(lukasiewicz_norm(fuzzy_not(x12), fuzzy_not(godel_s_implication(fuzzy_not(x3), x11)))), x2))))","fuzzy_not,godel_s_implication,fuzzy_not,fuzzy_not,x16,lukasiewicz_norm,x4,lukasiewicz_conorm,fuzzy_not,lukasiewicz_norm,fuzzy_not,x12,fuzzy_not,godel_s_implication,fuzzy_not,x3,x11,x2",7011,5933,1078,50000,33308,16079.299988985062
3,0.12101724641917568,3.3086969103790964,3.3086969103790964,False,0.12101724641917568,0.12101724641917568,"fuzzy_not(fuzzy_not(fuzzy_not(fuzzy_not(lukasiewicz_norm(lukasiewicz_norm(product_norm(godel_norm(fuzzy_not(x12), x1), godel_norm(fuzzy_not(x14), product_conorm(x8, x12))), x9), x13)))))","fuzzy_not,fuzzy_not,fuzzy_not,fuzzy_not,lukasiewicz_norm,lukasiewicz_norm,product_norm,godel_norm,fuzzy_not,x12,x1,godel_norm,fuzzy_not,x14,product_conorm,x8,x12,x9,x13",6879,5791,1088,50000,33151,16085.429731607437
12,0.11586901763224182,3.4759473029223686,3.4759473029223686,False,0.11586901763224182,0.11586901763224182,"fuzzy_not(lukasiewicz_r_implication(x13, product_s_implication(x9, fuzzy_not(lukasiewicz_conorm(x1, fuzzy_not(x9))))))","fuzzy_not,lukasiewicz_r_implication,x13,product_s_implication,x9,fuzzy_not,lukasiewicz_conorm,x1,fuzzy_not,x9",6967,5821,1146,50000,33132,16101.950481653214
14,0.1265667991439927,3.1436471808956035,3.1436471808956035,False,0.1265667991439927,0.1265667991439927,"product_norm(fuzzy_not(fuzzy_not(godel_conorm(godel_r_implication(x10, fuzzy_not(godel_s_implication(godel_norm(x13, x1), product_conorm(fuzzy_not(lukasiewicz_conorm(fuzzy_not(x1), x9)), x12)))), x15))), x10)","product_norm,fuzzy_not,fuzzy_not,godel_conorm,godel_r_implication,x10,fuzzy_not,godel_s_implication,godel_norm,x13,x1,product_conorm,fuzzy_not,lukasiewicz_conorm,fuzzy_not,x1,x9,x12,x15,x10",7080,5928,1152,50000,33392,16118.187315940857
1,0.12660550458715594,3.142546849365713,3.142546849365713,False,0.12660550458715594,0.12660550458715594,"product_norm(x13, product_norm(godel_norm(x9, x1), godel_conorm(x11, x5)))","product_norm,x13,product_norm,godel_norm,x9,x1,godel_conorm,x11,x5",6739,5678,1061,50000,33297,16151.104606151584
9,0.10802330793366204,4.3793194889620235,4.3793194889620235,False,0.10802330793366204,0.10802330793366204,"godel_r_implication(godel_r_implication(fuzzy_not(fuzzy_not(fuzzy_not(x4))), fuzzy_not(fuzzy_not(godel_r_implication(x16, x3)))), fuzzy_not(lukasiewicz_conorm(product_conorm(x14, x13), x11)))","godel_r_implication,godel_r_implication,fuzzy_not,fuzzy_not,fuzzy_not,x4,fuzzy_not,fuzzy_not,godel_r_implication,x16,x3,fuzzy_not,lukasiewicz_conorm,product_conorm,x14,x13,x11",6875,5788,1087,50000,33249,16152.33510518074
6,0.13629842180774748,1.3247991619875064,1.3247991619875064,False,0.13629842180774748,0.13629842180774748,"fuzzy_not(fuzzy_not(fuzzy_not(lukasiewicz_norm(x3, product_conorm(x2, lukasiewicz_conorm(x6, lukasiewicz_r_implication(product_norm(x16, godel_s_implication(x8, x12)), x8)))))))","fuzzy_not,fuzzy_not,fuzzy_not,lukasiewicz_norm,x3,product_conorm,x2,lukasiewicz_conorm,x6,lukasiewicz_r_implication,product_norm,x16,godel_s_implication,x8,x12,x8",7001,5904,1097,50000,33462,16158.569067716599
11,0.12128325508607199,2.47134461613284,2.47134461613284,False,0.12128325508607199,0.12128325508607199,"fuzzy_not(fuzzy_not(product_r_implication(x3, fuzzy_not(fuzzy_not(fuzzy_not(godel_s_implication(x16, fuzzy_not(fuzzy_not(lukasiewicz_r_implication(lukasiewicz_conorm(x12, fuzzy_not(x10)), x3))))))))))","fuzzy_not,fuzzy_not,product_r_implication,x3,fuzzy_not,fuzzy_not,fuzzy_not,godel_s_implication,x16,fuzzy_not,fuzzy_not,lukasiewicz_r_implication,lukasiewicz_conorm,x12,fuzzy_not,x10,x3",6870,5767,1103,50000,33271,16172.520877838137
