complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success,f1_score,f1_score_noiseless
1,0.015351262670650965,5356,0,x14,x14,64.71874975930244,64.71874975930244,False,0.015351262670650965,0.015351262670650965
4,0.01552485277409171,1,0,"product_norm(x14, fuzzy_not(x2))","product_norm,x14,fuzzy_not,x2",62.44876581313947,62.44876581313947,False,0.01552485277409171,0.01552485277409171
5,0.049832894057549655,2,0,"fuzzy_not(product_conorm(x3, fuzzy_not(x14)))","fuzzy_not,product_conorm,x3,fuzzy_not,x14",19.238746634360922,19.238746634360922,False,0.049832894057549655,0.049832894057549655
6,0.05074984318868678,1,0,"product_norm(product_norm(x4, fuzzy_not(x3)), x14)","product_norm,product_norm,x4,fuzzy_not,x3,x14",18.317218978078085,18.317218978078085,False,0.05074984318868678,0.05074984318868678
7,0.0917203767972236,1,0,"fuzzy_not(product_conorm(product_s_implication(x14, x9), x3))","fuzzy_not,product_conorm,product_s_implication,x14,x9,x3",4.031614725516796,4.031614725516796,False,0.0917203767972236,0.0917203767972236
8,0.11386353759235116,1,0,"product_norm(x14, fuzzy_not(fuzzy_not(fuzzy_not(product_conorm(x3, x3)))))","product_norm,x14,fuzzy_not,fuzzy_not,fuzzy_not,product_conorm,x3,x3",7.852515963059665,7.852515963059665,False,0.11386353759235116,0.11386353759235116
11,0.13938594838952725,1,0,"fuzzy_not(product_conorm(x2, fuzzy_not(fuzzy_not(product_conorm(product_s_implication(x14, x9), x3)))))","fuzzy_not,product_conorm,x2,fuzzy_not,fuzzy_not,product_conorm,product_s_implication,x14,x9,x3",2.513707380033603,2.513707380033603,False,0.13938594838952725,0.13938594838952725
12,0.14195107218363032,1,0,"fuzzy_not(fuzzy_not(product_norm(fuzzy_not(product_conorm(fuzzy_not(fuzzy_not(product_conorm(x3, x4))), x9)), x14)))","fuzzy_not,fuzzy_not,product_norm,fuzzy_not,product_conorm,fuzzy_not,fuzzy_not,product_conorm,x3,x4,x9,x14",1.5630209382086815,1.5630209382086815,False,0.14195107218363032,0.14195107218363032
18,0.1419939577039275,1,0,"product_norm(fuzzy_not(fuzzy_not(x14)), fuzzy_not(product_s_implication(fuzzy_not(product_s_implication(fuzzy_not(x9), product_s_implication(fuzzy_not(x3), x4))), x3)))","product_norm,fuzzy_not,fuzzy_not,x14,fuzzy_not,product_s_implication,fuzzy_not,product_s_implication,fuzzy_not,x9,product_s_implication,fuzzy_not,x3,x4,x3",1.5624707724437366,1.5624707724437366,False,0.1419939577039275,0.1419939577039275
20,0.15412676698586414,1,0,"fuzzy_not(fuzzy_not(fuzzy_not(product_s_implication(product_norm(fuzzy_not(x2), x14), product_s_implication(x14, product_s_implication(fuzzy_not(x8), product_s_implication(x14, x3)))))))","fuzzy_not,fuzzy_not,fuzzy_not,product_s_implication,product_norm,fuzzy_not,x2,x14,product_s_implication,x14,product_s_implication,fuzzy_not,x8,product_s_implication,x14,x3",2.041114987945867,2.041114987945867,False,0.15412676698586414,0.15412676698586414
27,0.1651440618411806,1,0,"fuzzy_not(product_conorm(x2, fuzzy_not(fuzzy_not(product_s_implication(product_s_implication(x3, x3), product_conorm(x3, product_s_implication(product_s_implication(product_s_implication(product_s_implication(fuzzy_not(x14), x3), x3), x9), x9)))))))","fuzzy_not,product_conorm,x2,fuzzy_not,fuzzy_not,product_s_implication,product_s_implication,x3,x3,product_conorm,x3,product_s_implication,product_s_implication,product_s_implication,product_s_implication,fuzzy_not,x14,x3,x3,x9,x9",1.307193857509267,1.307193857509267,False,0.1651440618411806,0.1651440618411806
